ENSGID	CHR	START	END	TSS	STRAND	NAME
ENSG00000063761	14	78266452	78401357	78266452	+	ADCK1
ENSG00000021645	14	78636716	80334634	78636716	+	NRXN3
ENSG00000211448	14	80663869	80854100	80854100	-	DIO2
ENSG00000100629	14	80943326	81425861	81425861	-	CEP128
ENSG00000165409	14	81421333	81612650	81421333	+	TSHR
ENSG00000165417	14	81641796	81687721	81687721	-	GTF2A1
ENSG00000140022	14	81726996	81902809	81902809	-	STON2
ENSG00000071537	14	81937891	82000197	82000197	-	SEL1L
ENSG00000185070	14	85996488	86120772	85996488	+	FLRT2
ENSG00000054983	14	88304164	88460009	88460009	-	GALC
ENSG00000140030	14	88471479	88481155	88471479	+	GPR65
ENSG00000100433	14	88646447	88793251	88793251	-	KCNK10
ENSG00000042317	14	88851268	88936694	88851268	+	SPATA7
ENSG00000070778	14	88932122	89021351	89021351	-	PTPN21
ENSG00000100722	14	89029314	89093940	89029314	+	ZC3H14
ENSG00000165521	14	89078775	89259297	89259297	-	EML5
ENSG00000165533	14	89290497	89347422	89290497	+	TTC8
ENSG00000053254	14	89591215	90085493	90085493	-	FOXN3
ENSG00000140025	14	90261013	90421121	90421121	-	EFCAB11
ENSG00000042088	14	90421283	90511108	90421283	+	TDP1
ENSG00000152315	14	90528338	90652197	90528338	+	KCNK13
ENSG00000100764	14	90722871	90741773	90722871	+	PSMC1
ENSG00000119720	14	90734204	90798313	90798313	-	NRDE2
ENSG00000198668	14	90862846	90874612	90862846	+	CALM1
ENSG00000165914	14	90990908	91282823	91282823	-	TTC7B
ENSG00000100784	14	91314205	91526985	91526985	-	RPS6KA5
ENSG00000133943	14	91526677	91691976	91526677	+	DGLUCY
ENSG00000119714	14	91698876	91720269	91720269	-	GPR68
ENSG00000015133	14	91737667	91884188	91884188	-	CCDC88C
ENSG00000100796	14	91923852	91976898	91976898	-	PPP4R3A
ENSG00000133962	14	92047040	92247051	92247051	-	CATSPERB
ENSG00000165929	14	92246090	92333880	92333880	-	TC2N
ENSG00000140092	14	92335755	92414331	92414331	-	FBLN5
ENSG00000100815	14	92432335	92507240	92507240	-	TRIP11
ENSG00000066427	14	92510840	92572965	92572965	-	ATXN3
ENSG00000183648	14	92582466	92588261	92588261	-	NDUFB1
ENSG00000165934	14	92588313	92638489	92588313	+	CPSF2
ENSG00000140090	14	92788925	92967825	92788925	+	SLC24A4
ENSG00000100599	14	92980125	93155339	92980125	+	RIN3
ENSG00000100600	14	93170152	93215024	93215024	-	LGMN
ENSG00000066455	14	93260650	93306292	93260650	+	GOLGA5
ENSG00000100604	14	93389495	93401630	93389495	+	CHGA
ENSG00000100605	14	93403259	93582665	93582665	-	ITPK1
ENSG00000165943	14	93648544	93651268	93651268	-	MOAP1
ENSG00000153485	14	93651296	93654808	93651296	+	LYSET
ENSG00000170270	14	93669239	93673410	93673410	-	GON7
ENSG00000012963	14	93673586	93695561	93673586	+	UBR7
ENSG00000011114	14	93703896	93799438	93799438	-	BTBD7
ENSG00000133958	14	93799565	94174222	93799565	+	UNC79
ENSG00000187581	14	93813528	93814702	93813528	+	COX8C
ENSG00000175785	14	94184644	94254831	94254831	-	PRIMA1
ENSG00000140067	14	94385240	94395954	94385240	+	FAM181A
ENSG00000100628	14	94400512	94443085	94443085	-	ASB2
ENSG00000089723	14	94492686	94515276	94492686	+	OTUB2
ENSG00000089737	14	94514633	94547548	94547548	-	DDX24
ENSG00000165948	14	94547647	94570192	94547647	+	IFI27L1
ENSG00000165949	14	94571182	94583032	94571182	+	IFI27
ENSG00000119632	14	94594116	94596590	94596590	-	IFI27L2
ENSG00000119698	14	94612465	94746071	94612465	+	PPP4R4
ENSG00000140093	14	94746797	94759605	94759605	-	SERPINA10
ENSG00000170099	14	94770585	94789726	94789726	-	SERPINA6
ENSG00000197249	14	94843084	94857030	94857030	-	SERPINA1
ENSG00000186910	14	94908801	94919137	94919137	-	SERPINA11
ENSG00000170054	14	94929054	94946026	94946026	-	SERPINA9
ENSG00000165953	14	94953611	94984181	94984181	-	SERPINA12
ENSG00000100665	14	95027779	95036250	95027779	+	SERPINA4
ENSG00000188488	14	95027779	95059455	95027779	+	SERPINA5
ENSG00000196136	14	95078721	95090392	95078721	+	SERPINA3
ENSG00000133937	14	95234560	95236450	95236450	-	GSC
ENSG00000100697	14	95552565	95624347	95624347	-	DICER1
ENSG00000165959	14	95648277	95786245	95786245	-	CLMN
ENSG00000176438	14	95873603	95982987	95982987	-	SYNE3
ENSG00000182512	14	95999840	96011061	95999840	+	GLRX5
ENSG00000213231	14	96152763	96158965	96152763	+	TCL1B
ENSG00000100721	14	96176284	96180533	96180533	-	TCL1A
ENSG00000227051	14	96505699	96560308	96505699	+	C14orf132
ENSG00000168398	14	96671016	96710503	96671016	+	BDKRB2
ENSG00000100739	14	96722547	96735304	96722547	+	BDKRB1
ENSG00000258729	14	96741383	96743060	96743060	-	ENSG00000258729
ENSG00000066739	14	96745532	96829678	96829678	-	ATG2B
ENSG00000100744	14	96829789	96853625	96829789	+	GSKIP
ENSG00000140057	14	96858465	96955764	96858465	+	AK7
ENSG00000090060	14	96967770	97033453	96967770	+	PAPOLA
ENSG00000100749	14	97263641	97421183	97263641	+	VRK1
ENSG00000246223	14	98390974	98444461	98444461	-	LINC01550
ENSG00000176605	14	99177950	99184098	99177950	+	LINC02914
ENSG00000127152	14	99635624	99738534	99738534	-	BCL11B
ENSG00000183576	14	99864085	99947226	99947226	-	SETD3
ENSG00000090061	14	99947506	100001381	99947506	+	CCNK
ENSG00000205476	14	99966527	100070544	100070544	-	CCDC85C
ENSG00000182218	14	100111466	100146906	100111466	+	HHIPL1
ENSG00000036530	14	100150635	100193638	100150635	+	CYP46A1
ENSG00000066629	14	100204030	100408397	100204030	+	EML1
ENSG00000196405	14	100437786	100610573	100437786	+	EVL
ENSG00000168350	14	100610294	100625982	100625982	-	DEGS2
ENSG00000100811	14	100704635	100749125	100704635	+	YY1
ENSG00000197119	14	100757453	100772884	100772884	-	SLC25A29
ENSG00000140107	14	100789676	100796758	100789676	+	SLC25A47
ENSG00000140105	14	100800127	100843142	100843142	-	WARS1
ENSG00000176473	14	100842755	100996640	100842755	+	WDR25
ENSG00000183092	14	101003484	101053754	101053754	-	BEGAIN
ENSG00000185559	14	101192042	101204561	101192042	+	DLK1
ENSG00000254656	14	101346090	101370059	101370059	-	RTL1
ENSG00000197406	14	102026476	102029789	102026476	+	DIO3
ENSG00000078304	14	102228046	102394326	102228046	+	PPP2R5C
ENSG00000197102	14	102430910	102522780	102430910	+	DYNC1H1
ENSG00000080824	14	102547079	102606036	102606036	-	HSP90AA1
ENSG00000140153	14	102605840	102691184	102605840	+	WDR20
ENSG00000080823	14	102690837	102771527	102771527	-	MOK
ENSG00000022976	14	102783714	102809039	102783714	+	ZNF839
ENSG00000100865	14	102807439	102829253	102829253	-	CINP
ENSG00000196663	14	102829278	102968814	102829278	+	TECPR2
ENSG00000156381	14	102968104	102976136	102976136	-	ANKRD9
ENSG00000089902	14	103058986	103196898	103058986	+	RCOR1
ENSG00000131323	14	103243786	103377837	103243786	+	TRAF3
ENSG00000166126	14	103389000	103399933	103389000	+	AMN
ENSG00000198752	14	103398717	103523886	103523886	-	CDC42BPB
ENSG00000205436	14	103561062	103576896	103561062	+	EXOC3L4
ENSG00000185215	14	103587813	103603776	103587813	+	TNFAIP2
ENSG00000100664	14	103799881	103811362	103799881	+	EIF5
ENSG00000075413	14	103851714	103970168	103851714	+	MARK3
ENSG00000166165	14	103986004	103989170	103989170	-	CKB
ENSG00000166166	14	103995533	104003410	103995533	+	TRMT61A
ENSG00000166170	14	104022882	104028994	104028994	-	BAG5
ENSG00000126214	14	104028233	104180586	104028233	+	KLC1
ENSG00000256053	14	104029297	104073860	104029297	+	COA8
ENSG00000126215	14	104163946	104181841	104181841	-	XRCC3
ENSG00000100711	14	104182067	104200005	104182067	+	ZFYVE21
ENSG00000088808	14	104199532	104313912	104313912	-	PPP1R13B
ENSG00000156411	14	104378625	104394606	104394606	-	ATP5MJ
ENSG00000156414	14	104394793	104519004	104394793	+	TDRD9
ENSG00000227729	14	104406763	104408898	104408898	-	RD3L
ENSG00000166183	14	104552023	104581919	104552023	+	ASPG
ENSG00000066735	14	104602791	104647231	104602791	+	KIF26A
ENSG00000258986	14	104941015	105071984	105071984	-	TMEM179
ENSG00000184601	14	105046101	105056852	105046101	+	C14orf180
ENSG00000203485	14	105147483	105188872	105147483	+	INF2
ENSG00000185100	14	105190511	105213662	105190511	+	ADSS1
ENSG00000184990	14	105219484	105234831	105219484	+	SIVA1
ENSG00000142208	14	105235686	105262088	105262088	-	AKT1
ENSG00000179627	14	105266933	105271049	105266933	+	ZBTB42
ENSG00000099814	14	105331605	105363084	105331605	+	CEP170B
ENSG00000166428	14	105391050	105404098	105391050	+	PLD4
ENSG00000185567	14	105403581	105444711	105444711	-	AHNAK2
ENSG00000140104	14	105452112	105476819	105452112	+	CLBA1
ENSG00000170779	14	105475910	105487420	105487420	-	CDCA4
ENSG00000183484	14	105515732	105531782	105531782	-	GPR132
ENSG00000184916	14	105607319	105635161	105635161	-	JAG2
ENSG00000183828	14	105639275	105647660	105647660	-	NUDT14
ENSG00000185024	14	105675623	105781926	105781926	-	BRF1
ENSG00000184887	14	105714870	105717430	105714870	+	BTBD6
ENSG00000179364	14	105766900	105864484	105766900	+	PACS2
ENSG00000226174	14	105864875	105916443	105864875	+	TEX22
ENSG00000182979	14	105886157	105937066	105886157	+	MTA1
ENSG00000182809	14	105939299	105946499	105939299	+	CRIP2
ENSG00000213145	14	105952654	105955284	105952654	+	CRIP1
ENSG00000257341	14	105953536	105958604	105953536	+	ENSG00000257341
ENSG00000185347	14	105956192	105965912	105956192	+	TEDC1
ENSG00000184986	14	105992920	105996535	105992920	+	TMEM121
ENSG00000226777	14	106345834	106398502	106345834	+	FAM30A
ENSG00000230031	15	21040701	21071643	21071643	-	POTEB2
ENSG00000268531	15	22011369	22013531	22011369	+	ENSG00000268531
ENSG00000233917	15	22051853	22083259	22083259	-	POTEB
ENSG00000182974	15	22368478	22369561	22368478	+	OR4M2B
ENSG00000183706	15	22382473	22383813	22382473	+	OR4N4
ENSG00000197414	15	22736246	22746002	22736246	+	GOLGA6L1
ENSG00000140157	15	23003706	23034424	23034424	-	NIPA2
ENSG00000170113	15	23043279	23100005	23100005	-	NIPA1
ENSG00000261739	15	23599895	23613488	23599895	+	GOLGA8S
ENSG00000174450	15	23684185	23692390	23692390	-	GOLGA6L2
ENSG00000179455	15	23810821	23875222	23810821	+	MKRN3
ENSG00000254585	15	23888696	23893014	23893014	-	MAGEL2
ENSG00000182636	15	23930547	23932452	23932452	-	NDN
ENSG00000185823	15	24920922	24928540	24920922	+	NPAP1
ENSG00000128739	15	25068784	25223870	25068784	+	SNRPN
ENSG00000273173	15	25200134	25222997	25200134	+	SNURF
ENSG00000214265	15	25200181	25245423	25200181	+	ENSG00000214265
ENSG00000114062	15	25578875	25684198	25684198	-	UBE3A
ENSG00000206190	15	25922420	26110331	26110331	-	ATP10A
ENSG00000166206	15	26788699	27184686	27184686	-	GABRB3
ENSG00000186297	15	27112058	27194355	27112058	+	GABRA5
ENSG00000182256	15	27216328	27787130	27216328	+	GABRG3
ENSG00000104044	15	28000021	28344461	28344461	-	OCA2
ENSG00000128731	15	28356186	28567325	28567325	-	HERC2
ENSG00000153684	15	28623767	28637167	28623767	+	GOLGA8F
ENSG00000183629	15	28764757	28778160	28778160	-	GOLGA8G
ENSG00000188626	15	28943729	28983530	28983530	-	GOLGA8M
ENSG00000034053	15	29129629	29410518	29129629	+	APBA2
ENSG00000104059	15	29412455	29863183	29863183	-	ENTREP2
ENSG00000185115	15	29557193	29562026	29562026	-	NSMCE3
ENSG00000104067	15	29991571	30261118	30261118	-	TJP1
ENSG00000179938	15	30375158	30388893	30375158	+	GOLGA8J
ENSG00000261247	15	30427254	30440951	30427254	+	GOLGA8T
ENSG00000166664	15	30652769	30686052	30686052	-	CHRFAM7A
ENSG00000186399	15	30692765	30706463	30706463	-	GOLGA8R
ENSG00000178115	15	30844253	30857887	30844253	+	GOLGA8Q
ENSG00000261794	15	30896231	30909955	30896231	+	GOLGA8H
ENSG00000187951	15	30950920	31065196	30950920	+	ENSG00000187951
ENSG00000198690	15	31182762	31235311	31182762	+	FAN1
ENSG00000166912	15	31231144	31283831	31283831	-	MTMR10
ENSG00000134160	15	31293268	31453363	31453363	-	TRPM1
ENSG00000169926	15	31619038	31727868	31619038	+	KLF13
ENSG00000169918	15	31767601	32162992	32162992	-	OTUD7A
ENSG00000175344	15	32215641	32465219	32215641	+	CHRNA7
ENSG00000249931	15	32681800	32695493	32695493	-	GOLGA8K
ENSG00000206127	15	32734115	32747835	32747835	-	GOLGA8O
ENSG00000232653	15	32885657	32899511	32885657	+	GOLGA8N
ENSG00000198826	15	32907345	32932142	32907345	+	ARHGAP11A
ENSG00000166922	15	32933877	32989299	32933877	+	SCG5
ENSG00000166923	15	33010205	33037307	33010205	+	GREM1
ENSG00000248905	15	33057745	33486915	33486915	-	FMN1
ENSG00000198838	15	33603163	34158322	33603163	+	RYR3
ENSG00000169857	15	34150983	34367356	34367356	-	AVEN
ENSG00000184984	15	34260698	34359659	34260698	+	CHRM5
ENSG00000134153	15	34376218	34394063	34394063	-	EMC7
ENSG00000182405	15	34394284	34400887	34394284	+	PGBD4
ENSG00000134152	15	34432875	34502297	34502297	-	KATNBL1
ENSG00000128463	15	34517214	34522357	34517214	+	EMC4
ENSG00000140199	15	34521985	34630261	34630261	-	SLC12A6
ENSG00000182117	15	34631360	34635381	34635381	-	NOP10
ENSG00000184507	15	34635516	34649938	34635516	+	NUTM1
ENSG00000176454	15	34650834	34659397	34659397	-	LPCAT4
ENSG00000175265	15	34671136	34730009	34730009	-	GOLGA8A
ENSG00000215252	15	34817296	34880704	34880704	-	GOLGA8B
ENSG00000159248	15	35043233	35047199	35047199	-	GJD2
ENSG00000159251	15	35082308	35087790	35087790	-	ACTC1
ENSG00000021776	15	35143983	35261943	35261943	-	AQR
ENSG00000198146	15	35270542	35280488	35280488	-	ZNF770
ENSG00000134146	15	35509546	35838394	35838394	-	DPH6
ENSG00000186073	15	36871827	37102449	36871827	+	CDIN1
ENSG00000134138	15	37181405	37393500	37393500	-	MEIS2
ENSG00000166069	15	38214140	38259925	38214140	+	TMCO5A
ENSG00000166068	15	38545037	38649450	38545037	+	SPRED1
ENSG00000171262	15	38746328	38779911	38746328	+	FAM98B
ENSG00000172575	15	38780304	38857776	38857776	-	RASGRP1
ENSG00000175779	15	38920206	39472700	38920206	+	LINC02694
ENSG00000175746	15	39542883	39547046	39542883	+	LINC02915
ENSG00000137801	15	39873280	39891667	39873280	+	THBS1
ENSG00000150667	15	39880558	40075042	40075042	-	FSIP1
ENSG00000166073	15	40091209	40213137	40213137	-	GPR176
ENSG00000128829	15	40226316	40327792	40226316	+	EIF2AK4
ENSG00000140319	15	40327891	40331382	40331382	-	SRP14
ENSG00000104081	15	40380091	40401093	40401093	-	BMF
ENSG00000156970	15	40453224	40513324	40453224	+	BUB1B
ENSG00000137843	15	40509629	40569688	40509629	+	PAK6
ENSG00000176753	15	40542865	40545170	40545170	-	PAK6-AS1
ENSG00000137841	15	40570377	40600136	40600136	-	PLCB2
ENSG00000230778	15	40570573	40575265	40575265	-	ANKRD63
ENSG00000188549	15	40623653	40633140	40633140	-	CCDC9B
ENSG00000233041	15	40643234	40648635	40643234	+	PHGR1
ENSG00000140323	15	40650420	40670822	40650420	+	DISP2
ENSG00000128944	15	40674922	40686489	40674922	+	KNSTRN
ENSG00000128928	15	40697686	40728146	40697686	+	IVD
ENSG00000140320	15	40731920	40760435	40731920	+	BAHD1
ENSG00000169105	15	40763183	40765357	40763183	+	CHST14
ENSG00000128891	15	40820882	40857253	40857253	-	CCDC32
ENSG00000166133	15	40861498	40867148	40861498	+	RPUSD2
ENSG00000137812	15	40886218	40956540	40886218	+	KNL1
ENSG00000051180	15	40986972	41024538	40986972	+	RAD51
ENSG00000137824	15	41028082	41048049	41048049	-	RMDN3
ENSG00000137880	15	41056266	41059906	41056266	+	GCHFR
ENSG00000104129	15	41057359	41099676	41099676	-	DNAJC17
ENSG00000188277	15	41062178	41064647	41062178	+	C15orf62
ENSG00000166140	15	41099284	41107282	41099284	+	ZFYVE19
ENSG00000166143	15	41107649	41120907	41120907	-	PPP1R14D
ENSG00000166145	15	41136216	41150405	41136216	+	SPINT1
ENSG00000104140	15	41164412	41166432	41166432	-	RHOV
ENSG00000104142	15	41186648	41196173	41186648	+	VPS18
ENSG00000128917	15	41221538	41231271	41221538	+	DLL4
ENSG00000128965	15	41245160	41248710	41245160	+	CHAC1
ENSG00000128908	15	41271078	41408478	41408478	-	INO80
ENSG00000178997	15	41474923	41522955	41522955	-	EXD1
ENSG00000187446	15	41523037	41574085	41523037	+	CHP1
ENSG00000104147	15	41601471	41624789	41624789	-	OIP5
ENSG00000137804	15	41612992	41673248	41612992	+	NUSAP1
ENSG00000137806	15	41679416	41701601	41701601	-	NDUFAF1
ENSG00000137815	15	41700606	41775761	41700606	+	RTF1
ENSG00000137825	15	41785591	41795749	41785591	+	ITPKA
ENSG00000062524	15	41795835	41806085	41806085	-	LTK
ENSG00000103932	15	41809374	41836467	41836467	-	RPAP1
ENSG00000092445	15	41849873	41875787	41849873	+	TYRO3
ENSG00000174197	15	41913332	42065279	41913332	+	MGA
ENSG00000137802	15	42066632	42120053	42066632	+	MAPKBP1
ENSG00000243708	15	42129973	42140345	42129973	+	PLA2G4B
ENSG00000243789	15	42120290	42129779	42120290	+	JMJD7
ENSG00000137877	15	42140344	42186251	42186251	-	SPTBN5
ENSG00000103966	15	42188131	42264755	42264755	-	EHD4
ENSG00000188089	15	42273592	42343388	42343388	-	PLA2G4E
ENSG00000159337	15	42359207	42386760	42386760	-	PLA2G4D
ENSG00000168907	15	42431232	42448834	42448834	-	PLA2G4F
ENSG00000166887	15	42450899	42500505	42500505	-	VPS39
ENSG00000103978	15	42502645	42565732	42565732	-	TMEM87A
ENSG00000214013	15	42565399	42645864	42565399	+	GANC
ENSG00000092529	15	42651696	42705147	42651696	+	CAPN3
ENSG00000103994	15	42705021	42783339	42783339	-	ZNF106
ENSG00000092531	15	42783431	42837554	42783431	+	SNAP23
ENSG00000180979	15	42830018	42841000	42841000	-	LRRC57
ENSG00000137814	15	42841026	42862192	42841026	+	HAUS2
ENSG00000159433	15	42867804	43013196	42867804	+	STARD9
ENSG00000140326	15	43015742	43029326	43029326	-	CDAN1
ENSG00000128881	15	43030928	43213007	43213007	-	TTBK2
ENSG00000159459	15	43235095	43398311	43398311	-	UBR1
ENSG00000166947	15	43489425	43513216	43513216	-	EPB42
ENSG00000137842	15	43415477	43477342	43415477	+	TMEM62
ENSG00000166946	15	43477316	43489375	43477316	+	CCNDBP1
ENSG00000104055	15	43524788	43559126	43559126	-	TGM5
ENSG00000159495	15	43568469	43594453	43594453	-	TGM7
ENSG00000168806	15	43615847	43622780	43622780	-	LCMT2
ENSG00000168803	15	43622870	43646767	43622870	+	ADAL
ENSG00000140265	15	43650370	43663241	43663241	-	ZSCAN29
ENSG00000137822	15	43661419	43701969	43661419	+	TUBGCP4
ENSG00000067369	15	43695259	43802926	43802926	-	TP53BP1
ENSG00000166963	15	43803156	43823818	43803156	+	MAP1A
ENSG00000168781	15	43825660	43882406	43882406	-	PPIP5K1
ENSG00000237289	15	43885252	43897099	43885252	+	CKMT1B
ENSG00000242866	15	43891761	43910998	43910998	-	STRC
ENSG00000166762	15	43920701	43960316	43960316	-	CATSPER2
ENSG00000223572	15	43985084	43991420	43985084	+	CKMT1A
ENSG00000167004	15	44038592	44065477	44038592	+	PDIA3
ENSG00000128886	15	44064803	44069513	44069513	-	ELL3
ENSG00000140264	15	44069285	44096625	44069285	+	SERF2
ENSG00000184716	15	44086360	44092418	44092418	-	SERINC4
ENSG00000242028	15	44088340	44096625	44088340	+	HYPK
ENSG00000140259	15	44096690	44116888	44116888	-	MFAP1
ENSG00000092470	15	44119178	44160610	44119178	+	WDR76
ENSG00000171877	15	44162959	44487469	44487469	-	FRMD5
ENSG00000166734	15	44580917	44707956	44580917	+	GOLM2
ENSG00000137770	15	44719820	44821236	44719820	+	CTDSPL2
ENSG00000104131	15	44829323	44855227	44829323	+	EIF3J
ENSG00000104133	15	44847016	44955886	44955886	-	SPG11
ENSG00000229474	15	44957930	45003521	45003521	-	PATL2
ENSG00000166710	15	45003556	45011049	45003556	+	B2M
ENSG00000185880	15	45021186	45060027	45021186	+	TRIM69
ENSG00000167014	15	45248885	45271427	45248885	+	TERB2
ENSG00000140263	15	45315345	45369383	45315345	+	SORD
ENSG00000140279	15	45384848	45406370	45406370	-	DUOX2
ENSG00000140274	15	45406524	45410619	45406524	+	DUOXA2
ENSG00000140254	15	45409564	45422136	45422136	-	DUOXA1
ENSG00000137857	15	45422131	45457774	45422131	+	DUOX1
ENSG00000138606	15	45459412	45493373	45493373	-	SHF
ENSG00000137860	15	45544432	45570044	45544432	+	SLC28A2
ENSG00000171766	15	45653322	45694525	45694525	-	GATM
ENSG00000171763	15	45694534	45713613	45694534	+	SPATA5L1
ENSG00000166920	15	45722777	45740959	45722777	+	C15orf48
ENSG00000104154	15	45771804	45814953	45814953	-	SLC30A4
ENSG00000104164	15	45879412	45908143	45879412	+	BLOC1S6
ENSG00000137767	15	45923346	45983479	45923346	+	SQOR
ENSG00000137872	15	47476298	48066425	47476298	+	SEMA6D
ENSG00000188467	15	48413187	48434869	48413187	+	SLC24A5
ENSG00000104177	15	48426829	48470550	48470550	-	MYEF2
ENSG00000233932	15	48470319	48495955	48470319	+	CTXN2
ENSG00000074803	15	48470635	48596275	48470635	+	SLC12A1
ENSG00000128951	15	48623208	48635570	48623208	+	DUT
ENSG00000166147	15	48700510	48937918	48937918	-	FBN1
ENSG00000103995	15	49005125	49103343	49103343	-	CEP152
ENSG00000185634	15	49115938	49256116	49256116	-	SHC4
ENSG00000255302	15	49170331	49172370	49170331	+	EID1
ENSG00000138593	15	49280673	49338644	49338644	-	SECISBP2L
ENSG00000166200	15	49398265	49447858	49447858	-	COPS2
ENSG00000156958	15	49447853	49660066	49447853	+	GALK2
ENSG00000166262	15	49619159	49913126	49913126	-	FAM227B
ENSG00000140285	15	49715434	49780972	49715434	+	FGF7
ENSG00000104047	15	49913234	49948429	49913234	+	DTWD1
ENSG00000104043	15	50150435	50475014	50475014	-	ATP8B4
ENSG00000140284	15	50474393	50528582	50474393	+	SLC27A2
ENSG00000140287	15	50534144	50558162	50558162	-	HDC
ENSG00000104064	15	50567586	50647605	50647605	-	GABPB1
ENSG00000138592	15	50716577	50806618	50716577	+	USP8
ENSG00000170236	15	50786215	50838905	50838905	-	USP50
ENSG00000092439	15	50844670	50978994	50978994	-	TRPM7
ENSG00000138600	15	50994463	51058145	51058145	-	SPPL2A
ENSG00000081014	15	51200869	51298092	51200869	+	AP4E1
ENSG00000183578	15	51348795	51397473	51397473	-	TNFAIP8L3
ENSG00000137869	15	51500254	51630798	51630798	-	CYP19A1
ENSG00000186417	15	51633852	51700202	51633852	+	GLDN
ENSG00000104093	15	51739908	51915030	51915030	-	DMXL2
ENSG00000104112	15	51973689	52013223	51973689	+	SCG3
ENSG00000140280	15	52015208	52043782	52043782	-	LYSMD2
ENSG00000128872	15	52043794	52108560	52043794	+	TMOD2
ENSG00000138594	15	52121825	52239492	52121825	+	TMOD3
ENSG00000166477	15	52230222	52263975	52263975	-	LEO1
ENSG00000069956	15	52244303	52359572	52244303	+	MAPK6
ENSG00000137875	15	52401460	52404972	52404972	-	BCL2L10
ENSG00000069966	15	52407297	52483589	52483589	-	GNB5
ENSG00000128833	15	52484519	52588001	52588001	-	MYO5C
ENSG00000197535	15	52599478	52821329	52821329	-	MYO5A
ENSG00000128989	15	52839242	52862080	52862080	-	ARPP19
ENSG00000047346	15	52873514	53002014	53002014	-	ATOSA
ENSG00000169856	15	53047250	53083275	53083275	-	ONECUT1
ENSG00000166415	15	53805938	54055075	54055075	-	WDR72
ENSG00000137766	15	54270398	54920905	54270398	+	UNC13C
ENSG00000137876	15	55473004	55489247	55489247	-	RSL24D1
ENSG00000069974	15	55495164	55611311	55611311	-	RAB27A
ENSG00000069943	15	55611158	55647846	55611158	+	PIGB
ENSG00000260916	15	55632230	55700708	55700708	-	CCPG1
ENSG00000261652	15	55700693	55710996	55700693	+	PIERCE2
ENSG00000256061	15	55702723	55800432	55800432	-	DNAAF4
ENSG00000171016	15	55831082	55881145	55881145	-	PYGO1
ENSG00000166450	15	55903742	56035350	56035350	-	PRTG
ENSG00000069869	15	56119120	56285858	56285858	-	NEDD4
ENSG00000181827	15	56379478	56537280	56537280	-	RFX7
ENSG00000151575	15	56536169	56738195	56536169	+	TEX9
ENSG00000138587	15	56713742	56757335	56757335	-	MNS1
ENSG00000137871	15	56922374	57026284	57026284	-	ZNF280D
ENSG00000140262	15	57210821	57591479	57210821	+	TCF12
ENSG00000128849	15	57668165	57842915	57668165	+	CGNL1
ENSG00000137878	15	57884106	58006943	57884106	+	GCOM1
ENSG00000263155	15	57884102	57977562	57884102	+	MYZAP
ENSG00000255529	15	57998893	58074960	57998893	+	POLR2M
ENSG00000128918	15	58245622	58790065	58790065	-	ALDH1A2
ENSG00000103569	15	58430368	58478110	58430368	+	AQP9
ENSG00000166035	15	58702768	58862043	58702768	+	LIPC
ENSG00000137845	15	58881008	59041990	59041990	-	ADAM10
ENSG00000128923	15	59063391	59154099	59063391	+	MINDY2
ENSG00000157450	15	59157374	59389618	59157374	+	RNF111
ENSG00000137776	15	59171249	59225878	59225878	-	SLTM
ENSG00000157456	15	59397325	59417244	59397325	+	CCNB2
ENSG00000157483	15	59424633	59665070	59665070	-	MYO1E
ENSG00000171989	15	59499042	59500787	59499042	+	LDHAL6B
ENSG00000157470	15	59664892	59815754	59664892	+	FAM81A
ENSG00000140297	15	59887074	59932438	59887074	+	GCNT3
ENSG00000140307	15	59930261	59949740	59949740	-	GTF2A2
ENSG00000140299	15	59951345	59981538	59981538	-	BNIP2
ENSG00000171956	15	60296433	60353929	60296433	+	FOXB1
ENSG00000182718	15	60639333	60695082	60695082	-	ANXA2
ENSG00000128915	15	60711808	60771359	60771359	-	ICE2
ENSG00000069667	15	60780483	61521501	61521501	-	RORA
ENSG00000129003	15	62144588	62352672	62352672	-	VPS13C
ENSG00000198535	15	62359176	62363116	62359176	+	C2CD4A
ENSG00000205502	15	62455734	62457484	62457484	-	C2CD4B
ENSG00000171914	15	62682725	63136830	62682725	+	TLN2
ENSG00000140416	15	63334819	63364114	63334819	+	TPM1
ENSG00000103642	15	63414032	63434260	63414032	+	LACTB
ENSG00000185088	15	63418071	63450220	63450220	-	RPS27L
ENSG00000166128	15	63481759	63559975	63481759	+	RAB8B
ENSG00000138613	15	63568217	63601325	63568217	+	APH1B
ENSG00000074410	15	63613577	63674045	63674045	-	CA12
ENSG00000140455	15	63796710	63886839	63796710	+	USP3
ENSG00000197361	15	63889552	63894627	63889552	+	FBXL22
ENSG00000103657	15	63900817	64126147	64126147	-	HERC1
ENSG00000035664	15	64199235	64364232	64364232	-	DAPK2
ENSG00000166797	15	64364764	64386056	64386056	-	CIAO2A
ENSG00000028528	15	64386322	64438289	64386322	+	SNX1
ENSG00000157734	15	64443914	64449680	64443914	+	SNX22
ENSG00000166794	15	64447939	64455333	64455333	-	PPIB
ENSG00000169118	15	64457724	64648372	64648372	-	CSNK1G1
ENSG00000166803	15	64656503	64679886	64679886	-	PCLAF
ENSG00000103671	15	64679947	64747502	64679947	+	TRIP4
ENSG00000180357	15	64752777	64978267	64752777	+	ZNF609
ENSG00000180304	15	64979772	64995480	64995480	-	OAZ2
