hgnc_id	GeneSymbol	gene	TSSD	length	CDS_length	pLI	LOEUF	ABC_count	ABC_length_per_type	Roadmap_count	Roadmap_length_per_type	promoter_count	connect_decile	connect_quantile	connectedness	PPI_degree_decile	PPI_degree_quantile	PPI_degree_cat	TF	HI	hs
HGNC:10474	ENSG00000175792	RUVBL1	7	89.136	1.371	0.99902	0.194	127	2.0182125984252	43	0.562790697674419	2	10	5	1	10	5	1	0	1	0.267036311140331
HGNC:24614	ENSG00000132394	EEFSEC	7	255.165	1.791	2.6975e-08	1.181	130	2.25052307692308	92	0.567391304347826	2	3	2	1	9	5	1	0	0	0.000630601036138043
HGNC:23699	ENSG00000179407	DNAJB8	8	4.531	0.699	0.095207	1.304	24	3.04754166666667	65	0.883076923076923	2	0	0	0	3	2	1	0	0	0.101814452449402
HGNC:4171	ENSG00000179348	GATA2	8	13.774	1.443	0.97927	0.292	40	2.736075	108	3.01851851851852	12	9	5	1	7	4	1	1	1	0.213307590504664
HGNC:10381	ENSG00000163902	RPN1	10	61.106	1.824	0.239	0.475	131	2.25992366412214	0	0	1	9	5	1	10	5	1	0	0	0.0706660229310282
HGNC:9788	ENSG00000075785	RAB7A	11	132.273	0.654	0.96933	0.277	131	2.62587022900763	97	2.12164948453608	8	6	3	1	9	5	1	0	1	0.200210048113437
HGNC:21497	ENSG00000177646	ACAD9	14	44.407	1.983	4.5256e-08	0.814	128	2.0643828125	19	0.263157894736842	3	3	2	1	9	5	1	0	0	0.00827726843949081
HGNC:29231	ENSG00000114656	CFAP92	15	92.824	3.315	1.1741e-09	1.341	95	3.30587368421053	106	2.07169811320755	3	0	0	0	0	0	0	0	0	0.000157784053874556
HGNC:25692	ENSG00000114654	EFCC1	15	39.438	1.8	1.0453e-07	1.182	61	2.98006557377049	108	4.41296296296296	3	7	4	1	1	1	1	0	0	0.013438333660842
HGNC:4444	ENSG00000169704	GP9	17	1.627	0.534	0.47575	1.464	37	2.80981081081081	83	1.03373493975904	1	5	3	1	7	4	1	0	0	0.0568416099311688
HGNC:19983	ENSG00000172780	RAB43	18	35.232	0.639	0.56224	0.708	129	2.01979069767442	104	3.20961538461538	3	0	0	0	7	4	1	0	0	0.121073141151078
HGNC:42969	ENSG00000261796	ISY1-RAB43	18	73.461	0.996	0.9997	0.172	124	1.61498387096774	0	0	0	0	0	0	0	0	0	0	1	0.345763774099722
HGNC:29201	ENSG00000240682	ISY1	18	33.648	0.924	0.9999	0.114	124	1.61498387096774	90	2.18888888888889	0	0	0	0	10	5	1	0	1	0.33237389767863
HGNC:13164	ENSG00000169714	CNBP	17	16.095	0.54	0.95994	0.298	130	2.05160769230769	88	1.16818181818182	6	7	4	1	10	5	1	0	1	0.210522418215464
HGNC:2236	ENSG00000181789	COPG1	16	28.167	2.625	0.17472	0.397	130	2.45831538461538	43	1.37209302325581	2	7	4	1	10	5	1	0	0	0.0308476148611373
HGNC:24446	ENSG00000183624	HMCES	16	27.358	1.065	1.9468e-07	1.113	129	2.20296124031008	85	1.37647058823529	4	3	2	1	4	2	1	0	0	0.00844960388837568
HGNC:4722	ENSG00000184897	H1-10	16	1.515	0.642	0.08771	1.353	131	2.60281679389313	61	0.318032786885246	2	10	5	1	8	4	1	0	0	0.0962450826963908
HGNC:28061	ENSG00000172771	EFCAB12	16	27.33	1.719	1.5401e-05	0.782	113	2.57221238938053	41	0.385365853658537	1	0	0	0	1	1	1	0	0	0.000955596829129181
HGNC:13556	ENSG00000163913	IFT122	16	90.903	3.879	2.3816e-24	0.858	124	2.3588064516129	105	1.62666666666667	4	0	0	0	8	4	1	0	0	0.00661595831187809
HGNC:6919	ENSG00000129071	MBD4	16	9.232	1.743	1.9706e-14	1.242	124	2.3588064516129	94	0.787234042553191	4	1	1	1	6	3	1	1	0	0.000380448958909004
HGNC:10012	ENSG00000163914	RHO	15	6.705	1.047	0.00013108	1.083	27	3.18877777777778	77	1.39480519480519	2	0	0	0	8	4	1	0	0	0.000336863944730512
HGNC:18463	ENSG00000178804	H1-8	15	8.292	1.041	0.06964	0.968	13	4.31446153846154	96	2.01458333333333	0	0	0	0	0	0	0	0	0	0.0160202946686541
HGNC:9107	ENSG00000004399	PLXND1	15	51.462	5.778	1	0.157	118	4.11892372881356	111	13.6612612612613	12	9	5	1	4	2	1	0	1	0.126131944198289
HGNC:29116	ENSG00000172765	TMCC1	9	245.919	1.962	0.84526	0.386	1	4.916	72	0.252777777777778	17	3	2	1	3	2	1	0	0	0.123177240357059
HGNC:12298	ENSG00000170893	TRH	6	3.247	0.729	0.00089084	1.209	10	3.8492	41	1.0780487804878	5	3	2	1	10	5	1	0	0	0.000225372218611222
HGNC:37258	ENSG00000251287	ALG1L2	5	31.396	0.648	NA	NA	0	0	0	0	1	0	0	0	1	1	1	0	NA	NA
HGNC:26674	ENSG00000172752	COL6A5	5	139.329	7.848	5.609e-45	0.92	26	1.55623076923077	38	0.8	1	3	2	1	3	2	1	0	0	NA
HGNC:27023	ENSG00000206384	COL6A6	4	159.867	6.792	8.4528e-46	1.013	1	0.9	36	0.505555555555556	0	6	3	1	3	2	1	0	0	0.000856229151690422
HGNC:8982	ENSG00000196455	PIK3R4	5	67.895	4.077	0.024537	0.39	130	2.23433076923077	81	0.516049382716049	4	1	1	1	10	5	1	0	0	0.0316212351640365
HGNC:13211	ENSG00000017260	ATP2C1	4	166.117	2.922	1	0.182	101	2.25867326732673	101	2.01386138613861	18	3	2	1	8	4	1	0	1	0.0392440761720778
HGNC:25021	ENSG00000034533	ASTE1	5	13.774	2.115	7.2103e-10	1.138	130	2.01173846153846	77	0.807792207792208	3	4	2	1	4	2	1	0	0	0.00428952723908056
HGNC:18593	ENSG00000114670	NEK11	5	323.615	1.938	1.0374e-21	1.224	130	2.01173846153846	60	0.78	3	3	2	1	8	4	1	0	0	0.000317681635564354
HGNC:26442	ENSG00000198585	NUDT16	3	7.159	0.684	0.0046241	1.901	112	1.4826875	100	2.03	1	0	0	0	1	1	1	0	0	0.0749545118303222
HGNC:10379	ENSG00000114686	MRPL3	3	40.771	1.128	1.3045e-12	1.38	124	1.65561290322581	0	0	5	0	0	0	10	5	1	0	0	0.00307985393386337
HGNC:2317	ENSG00000196353	CPNE4	7	751.855	1.728	0.085866	0.473	57	1.99836842105263	20	0.31	11	1	1	1	5	3	1	0	0	0.0547907657334365
HGNC:125	ENSG00000014257	ACP3	7	50.929	1.257	2.5463e-16	1.403	109	1.53891743119266	40	0.895	7	0	0	0	5	3	1	0	0	0.00041644003087119
HGNC:30343	ENSG00000138246	DNAJC13	7	121.53	6.732	1	0.197	104	1.35188461538462	83	1.72048192771084	3	1	1	1	6	3	1	0	1	0.133538455839671
HGNC:30211	ENSG00000240303	ACAD11	8	101.944	2.343	5.1833e-15	0.883	113	1.37604424778761	79	1.48101265822785	8	6	3	1	4	2	1	0	0	0.000122958322634619
HGNC:48351	ENSG00000274810	NPHP3-ACAD11	8	164.317	1.911	NA	NA	112	1.41834821428571	0	0	0	0	0	0	0	0	0	0	NA	NA
HGNC:1611	ENSG00000129048	ACKR4	8	21.697	1.053	2.9962e-09	1.803	19	3.14694736842105	32	0.3875	2	0	0	0	4	2	1	0	0	0.000403649380232838
HGNC:23230	ENSG00000081307	UBA5	8	25.348	1.386	0.00025218	0.722	113	1.37604424778761	31	0.561290322580645	7	0	0	0	7	4	1	0	0	0.0342755498113157
HGNC:7907	ENSG00000113971	NPHP3	8	41.823	3.993	9.836e-16	0.649	112	1.41834821428571	66	0.448484848484848	2	0	0	0	5	3	1	0	0	0.000474552821630311
HGNC:28451	ENSG00000144868	TMEM108	6	359.384	1.728	0.99555	0.187	62	1.86332258064516	80	2.795	5	5	3	1	2	1	1	0	1	0.229651898489273
HGNC:1041	ENSG00000170819	BFSP2	6	75.166	1.248	3.2152e-08	1.038	1	0.2	103	2.05825242718447	1	1	1	1	3	2	1	0	0	0.0138278656075215
HGNC:26928	ENSG00000091527	CDV3	6	16.575	0.777	0.76817	0.517	122	1.60574590163934	92	1.17608695652174	14	0	0	0	2	1	1	0	0	0.0447666163693655
HGNC:17008	ENSG00000163781	TOPBP1	6	64.205	4.569	1	0.086	131	2.32125954198473	83	0.713253012048193	3	2	1	1	9	5	1	0	1	0.446039787254497
HGNC:11740	ENSG00000091513	TF	6	50.601	2.097	4.1001e-08	0.753	10	2.4477	82	1.80487804878049	12	6	3	1	10	5	1	0	0	0.0169181300863558
HGNC:24085	ENSG00000144867	SRPRB	7	41.749	0.816	0.0058306	0.827	3	4.36866666666667	25	0.312	4	8	4	1	10	5	1	0	0	0.00739728088878207
HGNC:14902	ENSG00000154917	RAB6B	8	71.647	0.627	0.95879	0.33	77	2.55972727272727	99	3.45050505050505	14	5	3	1	9	5	1	0	1	0.214271855289317
HGNC:10955	ENSG00000174640	SLCO2A1	9	119.483	1.932	2.2804e-13	1.053	52	2.90973076923077	90	2.56222222222222	5	10	5	1	1	1	1	0	0	0.00519262021823555
HGNC:10481	ENSG00000163785	RYK	7	185.554	1.833	0.98922	0.289	130	2.54411538461538	102	2.04901960784314	2	0	0	0	8	4	1	0	1	0.303675580255745
HGNC:17812	ENSG00000114019	AMOTL2	7	20.132	2.514	0.15515	0.428	102	2.54574509803922	105	9.38666666666667	7	8	4	1	7	4	1	0	0	0.0349284038657786
HGNC:24540	ENSG00000129055	ANAPC13	6	9.01	0.225	0.0013703	1.858	112	2.19063392857143	6	0.233333333333333	5	3	2	1	7	4	1	0	0	3.62854430297561e-05
HGNC:25815	ENSG00000182923	CEP63	6	102.09	2.112	6.2444e-25	1.262	112	2.19063392857143	36	0.361111111111111	9	3	2	1	10	5	1	0	0	0.000412027848023802
HGNC:26576	ENSG00000174611	KY	5	51.713	1.986	1.542e-10	0.892	59	2.16916949152542	85	1.37176470588235	1	6	3	1	3	2	1	0	0	0.00405326268001635
HGNC:3392	ENSG00000154928	EPHB1	4	465.207	3.168	0.9985	0.257	108	2.0297962962963	87	1.89655172413793	5	6	3	1	9	5	1	0	1	0.00403119827956935
HGNC:9307	ENSG00000073711	PPP2R3A	2	182.166	3.453	0.62349	0.361	98	1.01283673469388	101	2.4950495049505	7	5	3	1	7	4	1	0	0	0.016106076219784
HGNC:25544	ENSG00000174579	MSL2	2	48.324	1.734	0.62406	0.481	103	0.782359223300971	109	5.06788990825688	10	4	2	1	5	3	1	0	0	0.256328944967699
HGNC:8654	ENSG00000114054	PCCB	2	87.556	1.713	1.53e-08	0.894	95	0.790957894736842	87	0.691954022988506	4	8	4	1	6	3	1	0	0	0.00353698135124032
HGNC:11354	ENSG00000118007	STAG1	3	416.167	3.777	1	0.119	105	0.992552380952381	88	0.388636363636364	4	3	2	1	10	5	1	0	1	0.477140916033689
HGNC:28480	ENSG00000168917	SLC35G2	3	37.241	1.239	0.039734	0.851	114	1.523	105	2.04190476190476	3	0	0	0	2	1	1	0	0	0.0188654218104071
HGNC:7664	ENSG00000158092	NCK1	3	89.398	1.134	0.0020702	0.825	103	1.11944660194175	83	1.4	4	0	0	0	10	5	1	0	0	0.0497909198941087
HGNC:6004	ENSG00000174564	IL20RB	3	64.855	0.936	3.6539e-08	1.298	61	2.07622950819672	100	3.152	4	3	2	1	6	3	1	0	0	0.000127046261529399
HGNC:11193	ENSG00000168875	SOX14	5	2.019	0.723	0.85558	0.472	8	4.71125	97	1.43917525773196	1	0	0	0	2	1	1	1	0	0.118731471426068
HGNC:2039	ENSG00000066405	CLDN18	8	34.92	0.786	0.0001865	1.273	13	3.52123076923077	30	1.42666666666667	9	0	0	0	2	1	1	0	0	0.0320433814696334
HGNC:26551	ENSG00000158163	DZIP1L	10	53.828	2.304	2.3897e-25	1.297	120	2.968125	56	0.564285714285714	1	3	2	1	2	1	1	0	0	0.000240904343284296
HGNC:17968	ENSG00000118017	A4GNT	10	8.677	1.023	0.16537	0.739	5	5.3516	23	0.434782608695652	1	0	0	0	7	4	1	0	0	0.000148739408475104
HGNC:15594	ENSG00000138231	DBR1	10	13.933	1.635	1.1785e-08	1.016	126	2.98580158730159	76	0.510526315789474	2	0	0	0	5	3	1	0	0	0.0044721711948231
HGNC:24999	ENSG00000114098	ARMC8	10	111.136	2.022	0.99999	0.172	125	2.459224	98	1.26734693877551	3	2	1	1	5	3	1	0	1	0.397082026841827
HGNC:21343	ENSG00000181322	NME9	9	68.449	0.993	7.8887e-09	1.303	125	3.27804	86	0.730232558139535	3	4	2	1	1	1	1	0	0	0.000915062862454179
HGNC:7227	ENSG00000158186	MRAS	10	57.886	0.627	0.92111	0.368	109	3.16756880733945	96	7.825	12	9	5	1	8	4	1	0	1	0.131689030383185
HGNC:24295	ENSG00000158220	ESYT3	10	47.1	2.661	2.3108e-25	1.109	100	3.49349	91	1.55824175824176	3	8	4	1	3	2	1	0	0	0.000395235640204288
HGNC:29972	ENSG00000114107	CEP70	15	100.194	1.794	4.5554e-15	0.995	131	3.27157251908397	94	0.721276595744681	2	2	1	1	10	5	1	0	0	0.000390824832114618
HGNC:18703	ENSG00000158234	FAIM	15	24.77	0.642	0.00011755	1.382	128	3.059453125	84	0.507142857142857	5	0	0	0	2	1	1	0	0	0.000598974522527128
HGNC:8976	ENSG00000051382	PIK3CB	10	182.23	3.213	0.99964	0.252	1	3.42	97	1.32783505154639	4	2	1	1	10	5	1	0	1	0.0671080469965546
HGNC:1092	ENSG00000183770	FOXL2	9	2.913	1.131	0.87762	0.437	68	3.97217647058824	108	4.07777777777778	10	0	0	0	6	3	1	1	0	0.123703469380961
HGNC:34428	ENSG00000206262	FOXL2NB	9	6.773	0.528	7.0177e-05	1.951	70	4.10495714285714	108	4.32962962962963	6	0	0	0	0	0	0	0	0	2.89776031207158e-05
HGNC:37172	ENSG00000206260	PRR23A	10	2.306	0.801	NA	NA	1	0.4	2	0.8	0	0	0	0	0	0	0	0	NA	NA
HGNC:14508	ENSG00000175110	MRPS22	10	354.691	1.083	1.4768e-05	0.892	127	2.73681102362205	0	0	6	0	0	0	10	5	1	0	0	0.00204894494925939
HGNC:33764	ENSG00000184814	PRR23B	10	1.895	0.798	NA	NA	1	5.921	0	0	0	0	0	0	1	1	1	0	NA	NA
HGNC:37173	ENSG00000233701	PRR23C	11	2.79	0.789	NA	NA	1	0.4	0	0	0	0	0	0	0	0	0	0	NA	NA
HGNC:2232	ENSG00000184432	COPB2	9	35.79	2.721	1	0.089	114	2.1465701754386	67	1.73731343283582	3	0	0	0	10	5	1	0	1	0.208515402155089
HGNC:9920	ENSG00000114113	RBP2	8	27.863	0.405	0.22089	0.884	5	4.3746	72	1.78333333333333	5	0	0	0	5	3	1	0	0	0.131417190985032
HGNC:9919	ENSG00000114115	RBP1	5	22.395	0.594	5.9233e-06	1.701	87	3.50622988505747	100	2.776	6	0	0	0	7	4	1	0	0	0.000407899299980556
HGNC:20989	ENSG00000163864	NMNAT3	4	117.837	1.041	6.2389e-08	1.85	104	3.39411538461538	71	0.687323943661972	4	2	1	1	7	4	1	0	0	0.00017627937822856
HGNC:17448	ENSG00000158258	CLSTN2	3	642.212	2.868	3.5246e-06	0.594	66	2.84159090909091	74	1	2	5	3	1	0	0	0	0	0	0.0305222847728173
HGNC:19014	ENSG00000155890	TRIM42	2	23.086	2.172	3.0721e-19	1.32	2	5.962	37	0.708108108108108	2	0	0	0	6	3	1	0	0	9.34934939231619e-05
HGNC:25554	ENSG00000114120	SLC25A36	4	39.165	0.936	0.033543	0.718	118	2.03429661016949	67	0.537313432835821	3	10	5	1	2	1	1	0	0	0.00391500670333207
HGNC:30630	ENSG00000175093	SPSB4	5	97.264	0.822	0.00041849	1.413	55	2.87267272727273	106	9.03584905660377	6	5	3	1	6	3	1	0	0	0.00596415923483358
HGNC:26303	ENSG00000155893	PXYLP1	4	139.027	1.443	0.0030898	0.773	128	3.3869921875	110	4.20363636363636	9	3	2	1	2	1	1	0	0	0.0215247655613753
HGNC:26636	ENSG00000177311	ZBTB38	6	125.579	3.588	0.99949	0.221	19	5.48273684210526	107	4.41495327102804	34	7	4	1	6	3	1	1	1	0.100837360699314
HGNC:9872	ENSG00000155903	RASA2	6	128.317	2.55	7.391e-31	1.196	130	2.70320769230769	99	7.06666666666667	2	6	3	1	7	4	1	0	0	0.00660238506953578
HGNC:10070	ENSG00000114125	RNF7	6	9.311	0.342	0.032867	1.254	126	2.22957936507937	6	0.266666666666667	4	0	0	0	8	4	1	0	0	0.0294723713069742
HGNC:17031	ENSG00000114124	GRK7	6	55.944	1.662	1.9791e-08	1.211	9	4.29433333333333	105	1.67619047619048	0	0	0	0	3	2	1	0	0	0.0001049866407853
HGNC:806	ENSG00000069849	ATP1B3	5	50.425	0.84	0.10244	0.683	125	2.404568	86	1.04651162790698	5	0	0	0	8	4	1	0	0	0.0215783463700351
HGNC:11751	ENSG00000114126	TFDP2	7	205.116	1.341	0.9995	0.181	83	4.20979518072289	60	0.863333333333333	11	0	0	0	9	5	1	1	1	0.137315982930167
HGNC:28635	ENSG00000175066	GK5	8	68.065	1.59	0.0063366	0.528	131	3.04557251908397	71	1.2056338028169	2	0	0	0	2	1	1	0	0	0.00174033374010669
HGNC:30654	ENSG00000114127	XRN1	6	141.455	5.121	1	0.197	126	1.87312698412698	86	1.2906976744186	6	2	1	1	10	5	1	0	1	0.0460405846589533
HGNC:882	ENSG00000175054	ATR	8	129.726	7.935	3.5177e-09	0.399	130	2.01926153846154	84	0.84047619047619	2	0	0	0	10	5	1	0	0	0.0390438755665965
HGNC:9090	ENSG00000120756	PLS1	8	117.271	1.89	1.1321e-05	0.667	11	5.15254545454545	74	1.92972972972973	5	4	2	1	8	4	1	0	0	0.000246735392202693
HGNC:12333	ENSG00000144935	TRPC1	8	83.854	2.382	0.012904	0.473	125	2.321368	42	0.361904761904762	3	2	1	1	7	4	1	0	0	0.0788548826921872
HGNC:8739	ENSG00000163710	PCOLCE2	7	73.284	1.248	5.4571e-11	1.221	91	2.05820879120879	82	0.917073170731707	9	10	5	1	2	1	1	0	0	0.000465788401439043
HGNC:30131	ENSG00000188582	PAQR9	6	14.51	1.134	0.1367	0.783	49	2.15044897959184	87	1.36781609195402	3	2	1	1	0	0	0	0	0	0.0504046171044535
HGNC:30855	ENSG00000163714	U2SURP	6	96.228	3.09	1	0.077	119	1.59193277310924	76	0.834210526315789	2	7	4	1	10	5	1	0	1	NA
HGNC:1970	ENSG00000175040	CHST2	4	4.243	1.593	0.018039	0.811	119	2.60952941176471	93	2.08172043010753	5	7	4	1	9	5	1	0	0	0.0210835233862185
HGNC:20653	ENSG00000181804	SLC9A9	1	583.263	1.938	5.3311e-12	0.955	113	2.00048672566372	89	1.82921348314607	1	8	4	1	3	2	1	0	0	0.00416372616870351
HGNC:28490	ENSG00000181744	DIPK2A	1	76.896	1.293	0.00051408	0.867	109	0.918440366972477	70	1.86571428571429	8	3	2	1	2	1	1	0	0	0.00852936854065802
HGNC:9082	ENSG00000152952	PLOD2	4	94.213	2.277	6.6965e-08	0.638	111	1.4086036036036	100	3.754	15	7	4	1	4	2	1	0	0	0.00864074721422316
HGNC:16497	ENSG00000114698	PLSCR4	4	58.844	0.99	1.8979e-06	1.153	97	1.50689690721649	92	3.04782608695652	13	5	3	1	6	3	1	0	0	9.62626116244986e-05
HGNC:16494	ENSG00000163746	PLSCR2	4	104.57	0.894	1.1863e-06	1.217	25	1.621	33	0.563636363636364	2	0	0	0	1	1	1	0	0	5.45653895450184e-05
HGNC:9092	ENSG00000188313	PLSCR1	4	29.676	0.957	0.011923	0.73	124	1.54462903225806	85	0.995294117647059	9	10	5	1	8	4	1	1	0	0.0281896575459204
HGNC:19952	ENSG00000231213	PLSCR5	4	28.791	0.816	3.0759e-10	1.667	1	4.521	46	0.504347826086957	1	0	0	0	0	0	0	0	0	0.000227135846587697
HGNC:20393	ENSG00000174963	ZIC4	1	20.763	1.155	0.00049286	0.873	32	3.48940625	106	5.08490566037736	18	1	1	1	3	2	1	1	0	0.00626116732306166
HGNC:12872	ENSG00000152977	ZIC1	1	116.871	1.344	0.93378	0.364	23	4.06613043478261	108	5.09074074074074	17	3	2	1	2	1	1	1	1	0.19947797002575
HGNC:336	ENSG00000144891	AGTR1	5	45.224	1.08	0.00053161	1.347	41	2.70624390243902	60	2.71333333333333	0	7	4	1	10	5	1	0	0	0.0582013555784314
HGNC:2299	ENSG00000153002	CPB1	6	69.085	1.254	2.6104e-22	1.633	6	3.55816666666667	28	0.607142857142857	12	8	4	1	3	2	1	0	0	0.000348420813164861
HGNC:2298	ENSG00000163751	CPA3	7	31.907	1.254	2.0416e-16	1.319	18	2.3015	35	1.26285714285714	5	10	5	1	4	2	1	0	0	0.00135331694596393
HGNC:4699	ENSG00000163754	GYG1	9	40.367	1.053	4.8291e-12	1.405	126	2.45226984126984	98	2.07755102040816	2	0	0	0	7	4	1	0	0	0.00166640162329496
HGNC:11099	ENSG00000071794	HLTF	9	56.427	3.03	1.8724e-28	1.101	123	2.39346341463415	79	0.726582278481013	1	2	1	1	8	4	1	0	0	0.000290943467161677
HGNC:15597	ENSG00000163755	HPS3	9	44.094	3.015	2.9433e-21	1.019	130	2.71688461538462	82	0.863414634146341	2	0	0	0	3	2	1	0	0	0.000930398432418307
HGNC:2295	ENSG00000047457	CP	8	59.419	3.198	4.2013e-10	0.646	22	3.94254545454545	100	2.242	6	0	0	0	7	4	1	0	0	0.00891894200593682
HGNC:25181	ENSG00000163762	TM4SF18	10	15.916	0.606	2.1148e-06	1.598	33	4.36133333333333	88	3.80227272727273	5	9	5	1	0	0	0	0	0	0.00292990858295506
HGNC:11853	ENSG00000169908	TM4SF1	9	8.67	0.609	0.0015619	1.073	105	3.02001904761905	99	10.2242424242424	7	9	5	1	4	2	1	0	0	0.00683613499085154
HGNC:11856	ENSG00000169903	TM4SF4	10	28.697	0.609	7.2513e-08	1.618	48	4.06879166666667	73	1.65205479452055	8	3	2	1	2	1	1	0	0	0.000224033188542394
HGNC:24042	ENSG00000018408	WWTR1	7	219.479	1.203	0.93914	0.356	111	2.4993963963964	83	4.25060240963855	20	0	0	0	8	4	1	0	1	0.0492784444274768
HGNC:24993	ENSG00000114744	COMMD2	7	14.023	0.6	2.5421e-09	1.819	128	2.78834375	26	0.415384615384615	1	0	0	0	5	3	1	0	0	0.000287296781005256
HGNC:29642	ENSG00000206199	ANKUB1	6	207.285	1.635	1.1953e-08	1.129	14	4.04171428571429	86	0.986046511627907	5	1	1	1	0	0	0	0	0	0.0128431915531124
HGNC:10057	ENSG00000082996	RNF13	7	149.369	1.146	0.00040292	0.901	122	1.66897540983607	94	0.806382978723404	11	0	0	0	5	3	1	0	0	0.0227854730806956
HGNC:8882	ENSG00000070087	PFN2	6	85.884	0.567	0.4212	0.901	124	1.97747580645161	67	1.4	10	6	3	1	8	4	1	0	0	0.114284459850112
HGNC:29095	ENSG00000196428	TSC22D2	8	58.124	2.343	0.96853	0.324	127	1.35707874015748	20	0.51	12	9	5	1	2	1	1	0	1	0.0104730059435266
HGNC:10759	ENSG00000120742	SERP1	8	61.23	0.237	0.26523	1.286	119	1.17942016806723	55	0.48	11	7	4	1	5	3	1	0	0	0.0921668404930689
HGNC:3254	ENSG00000144895	EIF2A	8	39.338	1.758	6.0385e-09	0.878	119	1.17942016806723	91	1.05054945054945	2	3	2	1	8	4	1	0	0	0.0120576535161993
HGNC:18136	ENSG00000198843	SELENOT	8	27.561	0.588	0.11531	0.824	117	1.40641025641026	81	0.716049382716049	0	0	0	0	2	1	1	0	0	0.00713366334387647
HGNC:28602	ENSG00000163645	ERICH6	9	44.086	1.992	1.823e-29	1.562	116	1.55454310344828	90	0.822222222222222	3	0	0	0	1	1	1	0	0	0.000536604709587633
HGNC:10858	ENSG00000181788	SIAH2	9	22.352	0.975	0.68669	0.586	107	1.05035514018692	111	4.73513513513513	7	7	4	1	10	5	1	0	0	0.148460390993449
HGNC:35475	ENSG00000214237	MINDY4B	13	35.063	1.383	3.2951e-07	1.055	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
HGNC:12605	ENSG00000163646	CLRN1	13	46.564	0.738	1.7074e-08	1.805	13	2.36669230769231	51	1.41176470588235	4	0	0	0	0	0	0	0	0	0.000102708701815962
HGNC:16050	ENSG00000144893	MED12L	12	351.787	6.543	1	0.184	109	1.60551376146789	110	4.24363636363636	8	0	0	0	5	3	1	0	1	0.0605656343112028
HGNC:30057	ENSG00000174946	GPR171	10	5.384	0.96	0.00016964	1.295	16	2.6804375	56	1.33571428571429	2	6	3	1	0	0	0	0	0	0.0740652818753964
HGNC:16442	ENSG00000174944	P2RY14	9	66.425	1.017	0.00054873	1.338	66	2.36665151515152	53	0.79622641509434	12	6	3	1	10	5	1	0	0	0.0436225229698431
HGNC:4538	ENSG00000138271	GPR87	10	22.734	1.077	4.8062e-06	1.448	45	2.51917777777778	63	3.97142857142857	7	4	2	1	0	0	0	0	0	0.016781204892212
HGNC:4537	ENSG00000181631	P2RY13	10	3.237	1.065	0.00030364	1.503	33	2.87254545454545	53	1	1	6	3	1	10	5	1	0	0	0.00769237521691862
HGNC:18124	ENSG00000169313	P2RY12	11	47.91	1.029	0.0016859	1.406	57	2.05778947368421	59	1.28474576271186	10	1	1	1	10	5	1	0	0	0.0220452424759459
HGNC:26384	ENSG00000152580	IGSF10	10	35.677	7.872	5.8027e-49	1.238	11	3.90345454545455	50	1.112	2	7	4	1	1	1	1	0	0	0.000639437968195725
HGNC:24427	ENSG00000197953	AADACL2	7	27.423	1.206	1.0604e-08	1.652	8	2.539125	0	0	1	5	3	1	0	0	0	0	0	0.000241825453006054
HGNC:17	ENSG00000114771	AADAC	7	14.415	1.2	0.0029108	0.944	12	1.607	40	1.28	5	2	1	1	1	1	1	0	0	0.0316114159972321
HGNC:4542	ENSG00000198829	SUCNR1	5	10.976	1.005	0.00076877	1.247	24	2.280375	41	0.458536585365854	1	4	2	1	10	5	1	0	0	0.00919726394209111
HGNC:6923	ENSG00000152601	MBNL1	2	221.952	1.203	0.70579	0.425	126	2.38904761904762	109	18.1449541284404	29	10	5	1	7	4	1	0	0	0.0737057245842199
HGNC:8539	ENSG00000169860	P2RY1	1	6.308	1.122	0.51522	0.597	103	1.66334951456311	49	0.530612244897959	4	1	1	1	10	5	1	0	0	0.204480731449966
HGNC:9862	ENSG00000181467	RAP2B	1	8.401	0.552	0.48658	0.801	128	2.1416875	95	1.63578947368421	4	5	3	1	8	4	1	0	0	0.120867669952101
HGNC:24490	ENSG00000114790	ARHGEF26	2	136.824	2.616	1.8567e-14	0.99	120	1.60855	92	3.0804347826087	2	7	4	1	3	2	1	0	0	0.0236273557289775
HGNC:14410	ENSG00000174953	DHX36	2	51.941	3.027	0.47221	0.347	100	1.31231	85	2.14823529411765	3	0	0	0	8	4	1	0	0	0.0531365936151845
HGNC:23627	ENSG00000174948	GPR149	2	95.247	2.196	4.3654e-09	1.102	7	2.20671428571429	42	0.347619047619048	3	0	0	0	0	0	0	0	0	0.00537578845165623
HGNC:7154	ENSG00000196549	MME	1	159.58	2.343	1.465e-18	0.923	81	1.86014814814815	80	2.58	29	9	5	1	8	4	1	0	0	0.00118099617220818
HGNC:52297	ENSG00000240045	STRIT1	2	3.456	0.108	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA
HGNC:29185	ENSG00000114805	PLCH1	5	369.491	5.082	0.39649	0.338	38	3.20321052631579	101	2.87722772277228	5	3	2	1	2	1	1	0	0	0.0444140983573463
HGNC:26434	ENSG00000174928	C3orf33	4	43.661	0.885	5.8421e-06	1.412	126	2.00860317460317	85	0.978823529411765	1	0	0	0	2	1	1	0	0	0.000257865718816588
HGNC:95	ENSG00000169359	SLC33A1	4	33.432	1.65	9.8902e-05	0.807	117	1.56550427350427	0	0	2	0	0	0	6	3	1	0	0	0.0258016292228381
