ENSGID	CHR	START	END	TSS	STRAND	NAME	TYPE
ENSG00000116785	1	196743943	196764537	196743943	+	CFHR3	protein_coding
ENSG00000244414	1	196788861	196806289	196788861	+	CFHR1	protein_coding
ENSG00000134365	1	196857144	196887925	196857144	+	CFHR4	protein_coding
ENSG00000080910	1	196912868	196928752	196912868	+	CFHR2	protein_coding
ENSG00000134389	1	196944140	196978808	196944140	+	CFHR5	protein_coding
ENSG00000143278	1	197007871	197036390	197036390	-	F13B	protein_coding
ENSG00000066279	1	197053251	197115824	197115824	-	ASPM	protein_coding
ENSG00000177888	1	197122812	197170423	197170423	-	ZBTB41	protein_coding
ENSG00000134376	1	197237334	197447585	197237334	+	CRB1	protein_coding
ENSG00000213047	1	197473878	197744826	197744826	-	DENND1B	protein_coding
ENSG00000203724	1	197871760	197876497	197871760	+	C1orf53	protein_coding
ENSG00000143355	1	197881032	197904608	197881032	+	LHX9	protein_coding
ENSG00000151414	1	198126124	198291550	198126124	+	NEK7	protein_coding
ENSG00000151418	1	198492352	198510075	198510075	-	ATP6V1G3	protein_coding
ENSG00000081237	1	198607587	198728471	198607587	+	PTPRC	protein_coding
ENSG00000116833	1	199996742	200146548	199996742	+	NR5A2	protein_coding
ENSG00000162702	1	200374068	200379184	200379184	-	ZNF281	protein_coding
ENSG00000118193	1	200520625	200589879	200589879	-	KIF14	protein_coding
ENSG00000118197	1	200593024	200639035	200639035	-	DDX59	protein_coding
ENSG00000118200	1	200708021	200829835	200708021	+	CAMSAP2	protein_coding
ENSG00000170128	1	200842109	200843306	200842109	+	GPR25	protein_coding
ENSG00000163362	1	200860176	200884870	200860176	+	INAVA	protein_coding
ENSG00000116852	1	200938518	200992842	200992842	-	KIF21B	protein_coding
ENSG00000081248	1	201008640	201081579	201081579	-	CACNA1S	protein_coding
ENSG00000232237	1	201083071	201096312	201096312	-	ASCL5	protein_coding
ENSG00000116857	1	201103900	201140702	201140702	-	TMEM9	protein_coding
ENSG00000163395	1	201159952	201198080	201159952	+	IGFN1	protein_coding
ENSG00000081277	1	201252580	201302121	201252580	+	PKP1	protein_coding
ENSG00000118194	1	201328136	201346892	201346892	-	TNNT2	protein_coding
ENSG00000159166	1	201349961	201369043	201369043	-	LAD1	protein_coding
ENSG00000159173	1	201372912	201398994	201398994	-	TNNI1	protein_coding
ENSG00000174307	1	201433406	201438365	201438365	-	PHLDA3	protein_coding
ENSG00000159176	1	201452658	201478584	201478584	-	CSRP1	protein_coding
ENSG00000134369	1	201508255	201796097	201508255	+	NAV1	protein_coding
ENSG00000198700	1	201798277	201853419	201798277	+	IPO9	protein_coding
ENSG00000198892	1	201857808	201861715	201857808	+	SHISA4	protein_coding
ENSG00000163431	1	201865584	201915676	201915676	-	LMOD1	protein_coding
ENSG00000134375	1	201924631	201939792	201924631	+	TIMM17A	protein_coding
ENSG00000176393	1	201951500	201975275	201951500	+	RNPEP	protein_coding
ENSG00000163435	1	201977073	201986311	201977073	+	ELF3	protein_coding
ENSG00000170075	1	202092014	202102720	202092014	+	GPR37L1	protein_coding
ENSG00000143862	1	202102532	202113871	202113871	-	ARL8A	protein_coding
ENSG00000143851	1	202116140	202130716	202130716	-	PTPN7	protein_coding
ENSG00000133067	1	202162927	202288909	202162927	+	LGR6	protein_coding
ENSG00000077152	1	202300672	202311112	202311112	-	UBE2T	protein_coding
ENSG00000077157	1	202317827	202561834	202317827	+	PPP1R12B	protein_coding
ENSG00000143858	1	202559724	202679582	202679582	-	SYT2	protein_coding
ENSG00000117139	1	202693623	202777615	202777615	-	KDM5B	protein_coding
ENSG00000183155	1	202847410	202858277	202858277	-	RABIF	protein_coding
ENSG00000117153	1	202860244	202897764	202897764	-	KLHL12	protein_coding
ENSG00000159346	1	202909954	202927700	202927700	-	ADIPOR1	protein_coding
ENSG00000159348	1	202931001	202936403	202936403	-	CYB5R1	protein_coding
ENSG00000163444	1	202976502	202993976	202976502	+	TMEM183A	protein_coding
ENSG00000143847	1	202995619	203047868	202995619	+	PPFIA4	protein_coding
ENSG00000122180	1	203052257	203055140	203055140	-	MYOG	protein_coding
ENSG00000163485	1	203059782	203136533	203059782	+	ADORA1	protein_coding
ENSG00000133055	1	203136939	203144954	203144954	-	MYBPH	protein_coding
ENSG00000133048	1	203148059	203155832	203155832	-	CHI3L1	protein_coding
ENSG00000133063	1	203181955	203242769	203242769	-	CHIT1	protein_coding
ENSG00000159388	1	203274619	203278730	203274619	+	BTG2	protein_coding
ENSG00000122176	1	203309756	203320886	203320886	-	FMOD	protein_coding
ENSG00000188783	1	203444934	203460480	203444934	+	PRELP	protein_coding
ENSG00000188770	1	203463249	203478077	203463249	+	OPTC	protein_coding
ENSG00000058668	1	203595960	203713209	203595960	+	ATP2B4	protein_coding
ENSG00000122188	1	203734305	203747303	203734305	+	LAX1	protein_coding
ENSG00000257315	1	203764751	203823252	203764751	+	ZBED6	protein_coding
ENSG00000058673	1	203764751	203824127	203764751	+	ZC3H11A	protein_coding
ENSG00000288644	1	203771222	203771320	203771222	+	ENSG00000288644	protein_coding
ENSG00000182004	1	203830727	203840280	203830727	+	SNRPE	protein_coding
ENSG00000143842	1	204042243	204096871	204042243	+	SOX13	protein_coding
ENSG00000143845	1	204100190	204121172	204121172	-	ETNK2	protein_coding
ENSG00000143839	1	204123947	204159452	204159452	-	REN	protein_coding
ENSG00000170498	1	204159469	204165619	204165619	-	KISS1	protein_coding
ENSG00000174567	1	204167291	204183116	204183116	-	GOLT1A	protein_coding
ENSG00000143850	1	204187981	204347342	204347342	-	PLEKHA6	protein_coding
ENSG00000158615	1	204365620	204381015	204381015	-	PPP1R15B	protein_coding
ENSG00000133056	1	204391756	204463933	204463933	-	PIK3C2B	protein_coding
ENSG00000198625	1	204485507	204527248	204485507	+	MDM4	protein_coding
ENSG00000170382	1	204586298	204654866	204654866	-	LRRN2	protein_coding
ENSG00000163531	1	204797779	204991950	204797779	+	NFASC	protein_coding
ENSG00000184144	1	205012065	205047417	205012065	+	CNTN2	protein_coding
ENSG00000174529	1	205052257	205053588	205053588	-	TMEM81	protein_coding
ENSG00000117222	1	205055270	205091143	205091143	-	RBBP5	protein_coding
ENSG00000133059	1	205111633	205180830	205180830	-	DSTYK	protein_coding
ENSG00000133069	1	205197074	205254760	205197074	+	TMCC2	protein_coding
ENSG00000163545	1	205271191	205290873	205290873	-	NUAK2	protein_coding
ENSG00000162873	1	205305189	205326218	205326218	-	KLHDC8A	protein_coding
ENSG00000186007	1	205350506	205425082	205425082	-	LEMD1	protein_coding
ENSG00000281406	1	205404013	205426219	205426219	-	BLACAT1	protein_coding
ENSG00000117266	1	205473724	205501921	205473724	+	CDK18	protein_coding
ENSG00000174514	1	205538013	205572046	205538013	+	MFSD4A	protein_coding
ENSG00000158711	1	205566684	205601139	205601139	-	ELK4	protein_coding
ENSG00000158715	1	205626979	205649637	205649637	-	SLC45A3	protein_coding
ENSG00000069275	1	205681950	205719310	205719310	-	NUCKS1	protein_coding
ENSG00000117280	1	205737114	205744610	205744610	-	RAB29	protein_coding
ENSG00000133065	1	205758222	205782876	205782876	-	SLC41A1	protein_coding
ENSG00000162877	1	205797153	205819260	205819260	-	PM20D1	protein_coding
ENSG00000174502	1	205882176	205912588	205912588	-	SLC26A9	protein_coding
ENSG00000196550	1	206136916	206155151	206136916	+	FAM72A	protein_coding
ENSG00000198049	1	206223632	206234395	206223632	+	AVPR1B	protein_coding
ENSG00000263961	1	206238882	206288197	206288197	-	RHEX	protein_coding
ENSG00000196188	1	206317459	206332221	206317459	+	CTSE	protein_coding
ENSG00000163486	1	206516200	206637783	206516200	+	SRGAP2	protein_coding
ENSG00000263528	1	206643819	206670222	206643819	+	IKBKE	protein_coding
ENSG00000266094	1	206680864	206762780	206680864	+	RASSF5	protein_coding
ENSG00000143486	1	206744620	206785818	206785818	-	EIF2D	protein_coding
ENSG00000143479	1	206808881	206857764	206808881	+	DYRK3	protein_coding
ENSG00000162889	1	206858250	206907626	206858250	+	MAPKAPK2	protein_coding
ENSG00000136634	1	206940947	206947886	206947886	-	IL10	protein_coding
ENSG00000142224	1	206944109	207016326	206944109	+	IL19	protein_coding
ENSG00000162891	1	207038968	207042568	207038968	+	IL20	protein_coding
ENSG00000162892	1	207070788	207077484	207070788	+	IL24	protein_coding
ENSG00000162894	1	207076662	207096592	207096592	-	FCMR	protein_coding
ENSG00000162896	1	207101867	207119811	207119811	-	PIGR	protein_coding
ENSG00000162897	1	207131310	207143970	207143970	-	FCAMR	protein_coding
ENSG00000182795	1	207191867	207206101	207206101	-	C1orf116	protein_coding
ENSG00000123836	1	207207711	207254369	207207711	+	PFKFB2	protein_coding
ENSG00000180667	1	207217194	207226325	207226325	-	YOD1	protein_coding
ENSG00000123843	1	207262205	207273338	207262205	+	C4BPB	protein_coding
ENSG00000123838	1	207277578	207318317	207277578	+	C4BPA	protein_coding
ENSG00000196352	1	207494864	207560149	207494864	+	CD55	protein_coding
ENSG00000117322	1	207626369	207663240	207626369	+	CR2	protein_coding
ENSG00000203710	1	207669492	207815110	207669492	+	CR1	protein_coding
ENSG00000197721	1	207818458	207911761	207818458	+	CR1L	protein_coding
ENSG00000117335	1	207925382	207968858	207925382	+	CD46	protein_coding
ENSG00000174059	1	208054317	208084747	208084747	-	CD34	protein_coding
ENSG00000076356	1	208195587	208417729	208417729	-	PLXNA2	protein_coding
ENSG00000008118	1	209757059	209787284	209757059	+	CAMK1G	protein_coding
ENSG00000196878	1	209788215	209825770	209825770	-	LAMB3	protein_coding
ENSG00000123689	1	209848757	209849735	209848757	+	G0S2	protein_coding
ENSG00000117594	1	209859523	209908294	209859523	+	HSD11B1	protein_coding
ENSG00000009790	1	209929377	209955665	209929377	+	TRAF3IP3	protein_coding
ENSG00000162757	1	209952553	209957904	209957904	-	C1orf74	protein_coding
ENSG00000289700	1	209952974	209979524	209979524	-	ENSG00000289700	protein_coding
ENSG00000117595	1	209958962	209979520	209979520	-	IRF6	protein_coding
ENSG00000117597	1	210001317	210030910	210001317	+	UTP25	protein_coding
ENSG00000143469	1	210074268	210344734	210074268	+	SYT14	protein_coding
ENSG00000082497	1	210406141	210419976	210406141	+	SERTAD4	protein_coding
ENSG00000054392	1	210501596	210849638	210501596	+	HHAT	protein_coding
ENSG00000143473	1	210850165	211307507	211307507	-	KCNH1	protein_coding
ENSG00000283952	1	211256214	211361875	211361875	-	ENSG00000283952	protein_coding
ENSG00000117625	1	211431719	211489727	211431719	+	RCOR3	protein_coding
ENSG00000082512	1	211499957	211548288	211499957	+	TRAF5	protein_coding
ENSG00000198570	1	211649864	211665504	211665504	-	RD3	protein_coding
ENSG00000170385	1	211744910	211752503	211752503	-	SLC30A1	protein_coding
ENSG00000117650	1	211831999	211848972	211848972	-	NEK2	protein_coding
ENSG00000123684	1	211916799	212004105	212004105	-	LPGAT1	protein_coding
ENSG00000143493	1	212113741	212208899	212208899	-	INTS7	protein_coding
ENSG00000143476	1	212208895	212280742	212208895	+	DTL	protein_coding
ENSG00000066027	1	212458752	212535195	212458752	+	PPP2R5A	protein_coding
ENSG00000065600	1	212537270	212588243	212588243	-	PACC1	protein_coding
ENSG00000117691	1	212606262	212619721	212606262	+	NENF	protein_coding
ENSG00000162772	1	212738676	212794119	212738676	+	ATF3	protein_coding
ENSG00000162771	1	212797816	212800117	212797816	+	GARIN4	protein_coding
ENSG00000123685	1	212859759	212873182	212873182	-	BATF3	protein_coding
ENSG00000117697	1	212899495	212965124	212965124	-	NSL1	protein_coding
ENSG00000203705	1	212965170	212990172	212965170	+	TATDN3	protein_coding
ENSG00000185523	1	213003483	213020991	213020991	-	SPATA45	protein_coding
ENSG00000162769	1	213031617	213072705	213031617	+	FLVCR1	protein_coding
ENSG00000143494	1	213123862	213165379	213123862	+	VASH2	protein_coding
ENSG00000174606	1	213165524	213189209	213189209	-	ANGEL2	protein_coding
ENSG00000136643	1	213224575	213448117	213224575	+	RPS6KC1	protein_coding
ENSG00000117707	1	214156524	214214853	214156524	+	PROX1	protein_coding
ENSG00000143499	1	214454445	214510474	214454445	+	SMYD2	protein_coding
ENSG00000152104	1	214522043	214725792	214725792	-	PTPN14	protein_coding
ENSG00000117724	1	214776528	214837917	214776528	+	CENPF	protein_coding
ENSG00000082482	1	215179118	215410433	215179118	+	KCNK2	protein_coding
ENSG00000136636	1	215740647	215795149	215740647	+	KCTD3	protein_coding
ENSG00000042781	1	215796233	216596790	216596790	-	USH2A	protein_coding
ENSG00000196482	1	216676588	217311097	217311097	-	ESRRG	protein_coding
ENSG00000092978	1	217600334	217804432	217804432	-	GPATCH2	protein_coding
ENSG00000162814	1	217804666	218045038	217804666	+	SPATA17	protein_coding
ENSG00000067533	1	218458635	218511325	218458635	+	RRP15	protein_coding
ENSG00000092969	1	218518678	218617961	218518678	+	TGFB2	protein_coding
ENSG00000143353	1	219347211	219386207	219347211	+	LYPLAL1	protein_coding
ENSG00000215817	1	219781354	219786447	219786447	-	ZC3H11B	protein_coding
ENSG00000196660	1	219858769	220132360	220132360	-	SLC30A10	protein_coding
ENSG00000136628	1	220141942	220219872	220219872	-	EPRS1	protein_coding
ENSG00000162813	1	220230824	220263804	220263804	-	BPNT1	protein_coding
ENSG00000067704	1	220267474	220321383	220267474	+	IARS2	protein_coding
ENSG00000118873	1	220321635	220445871	220445871	-	RAB3GAP2	protein_coding
ENSG00000116141	1	220701478	220837803	220701478	+	MARK1	protein_coding
ENSG00000162817	1	220863705	220872495	220863705	+	C1orf115	protein_coding
ENSG00000117791	1	220921567	220958157	220921567	+	MTARC2	protein_coding
ENSG00000186205	1	220959694	220993001	220959694	+	MTARC1	protein_coding
ENSG00000286231	1	220960332	221057845	220960332	+	ENSG00000286231	protein_coding
ENSG00000136630	1	221052773	221058401	221052773	+	HLX	protein_coding
ENSG00000143507	1	221874766	221915431	221915431	-	DUSP10	protein_coding
ENSG00000143512	1	222695600	222721446	222721446	-	HHIPL2	protein_coding
ENSG00000143498	1	222731244	222763275	222763275	-	TAF1A	protein_coding
ENSG00000154305	1	222791439	222841349	222791439	+	MIA3	protein_coding
ENSG00000186063	1	222841355	222886552	222886552	-	AIDA	protein_coding
ENSG00000162819	1	222885895	222908538	222885895	+	BROX	protein_coding
ENSG00000197520	1	222910544	222924346	222910544	+	FAM177B	protein_coding
ENSG00000154309	1	222988364	223179337	222988364	+	DISP1	protein_coding
ENSG00000187554	1	223282746	223316634	223316634	-	TLR5	protein_coding
ENSG00000143502	1	223394161	223537575	223537575	-	SUSD4	protein_coding
ENSG00000178395	1	223566757	223568807	223566757	+	CCDC185	protein_coding
ENSG00000203697	1	223711349	223853425	223853425	-	CAPN8	protein_coding
ENSG00000162909	1	223889295	223963720	223889295	+	CAPN2	protein_coding
ENSG00000143514	1	223967595	224033656	224033656	-	TP53BP2	protein_coding
ENSG00000143756	1	224301813	224349749	224301813	+	FBXO28	protein_coding
ENSG00000143753	1	224363458	224381143	224363458	+	DEGS1	protein_coding
ENSG00000143748	1	224415036	224517891	224517891	-	NVL	protein_coding
ENSG00000143771	1	224544560	224567161	224544560	+	CNIH4	protein_coding
ENSG00000162923	1	224572848	224624735	224624735	-	WDR26	protein_coding
ENSG00000143786	1	224622362	224928256	224622362	+	CNIH3	protein_coding
ENSG00000185842	1	225083964	225586994	225083964	+	DNAH14	protein_coding
ENSG00000143815	1	225589204	225616627	225616627	-	LBR	protein_coding
ENSG00000154380	1	225674467	225840844	225840844	-	ENAH	protein_coding
ENSG00000143742	1	225965515	225978170	225965515	+	SRP9	protein_coding
ENSG00000143819	1	225997826	226033264	225997826	+	EPHX1	protein_coding
ENSG00000196187	1	226033237	226070080	226070080	-	TMEM63A	protein_coding
ENSG00000243709	1	226073982	226099082	226099082	-	LEFTY1	protein_coding
ENSG00000255835	1	226074396	226111978	226111978	-	ENSG00000255835	protein_coding
ENSG00000143811	1	226107577	226112040	226112040	-	PYCR2	protein_coding
ENSG00000143768	1	226124298	226129083	226129083	-	LEFTY2	protein_coding
ENSG00000143751	1	226170403	226187044	226187044	-	SDE2	protein_coding
ENSG00000163041	1	226249552	226259720	226249552	+	H3-3A	protein_coding
ENSG00000182827	1	226332380	226374442	226374442	-	ACBD3	protein_coding
ENSG00000185155	1	226411319	226414761	226411319	+	MIXL1	protein_coding
ENSG00000183814	1	226418850	226497570	226497570	-	LIN9	protein_coding
ENSG00000143799	1	226547911	226595855	226595855	-	PARP1	protein_coding
ENSG00000203685	1	226736465	226796931	226736465	+	STUM	protein_coding
ENSG00000143772	1	226819391	226927024	226927024	-	ITPKB	protein_coding
ENSG00000143801	1	227057885	227115427	227057885	+	PSEN2	protein_coding
ENSG00000288674	1	227057885	227175246	227057885	+	ENSG00000288674	protein_coding
ENSG00000163050	1	227127987	227175245	227127987	+	COQ8A	protein_coding
ENSG00000143776	1	227177566	227506193	227506193	-	CDC42BPA	protein_coding
ENSG00000181450	1	227751244	227865144	227751244	+	ZNF678	protein_coding
ENSG00000143740	1	227915901	227969527	227915901	+	SNAP47	protein_coding
ENSG00000081692	1	227918126	227923112	227923112	-	JMJD4	protein_coding
ENSG00000185888	1	228003376	228034171	228003376	+	PRSS38	protein_coding
ENSG00000143816	1	228106357	228135633	228135633	-	WNT9A	protein_coding
ENSG00000154342	1	228194699	228248972	228194699	+	WNT3A	protein_coding
ENSG00000143761	1	228270409	228286913	228270409	+	ARF1	protein_coding
ENSG00000143793	1	228288427	228293112	228293112	-	C1orf35	protein_coding
ENSG00000162910	1	228294380	228297013	228297013	-	MRPL55	protein_coding
ENSG00000143774	1	228327663	228336685	228327663	+	GUK1	protein_coding
ENSG00000198835	1	228337631	228347527	228337631	+	GJC2	protein_coding
ENSG00000181873	1	228353505	228369958	228353505	+	IBA57	protein_coding
ENSG00000154358	1	228395745	228566577	228395745	+	OBSCN	protein_coding
ENSG00000154370	1	228581374	228594536	228594536	-	TRIM11	protein_coding
ENSG00000162931	1	228595636	228604562	228604562	-	TRIM17	protein_coding
ENSG00000168148	1	228612546	228613061	228613061	-	H3-4	protein_coding
ENSG00000181218	1	228622478	228645574	228645574	-	H2AC25	protein_coding
ENSG00000196890	1	228645804	228650805	228645804	+	H2BC26	protein_coding
ENSG00000168159	1	228675083	228687600	228675083	+	RNF187	protein_coding
ENSG00000116574	1	228871226	228882411	228871226	+	RHOU	protein_coding
ENSG00000168118	1	229406809	229441641	229406809	+	RAB4A	protein_coding
ENSG00000154429	1	229456758	229479041	229479041	-	CCSAP	protein_coding
ENSG00000143632	1	229566112	229569851	229569851	-	ACTA1	protein_coding
ENSG00000069248	1	229576006	229644088	229644088	-	NUP133	protein_coding
ENSG00000135776	1	229652329	229694454	229694454	-	ABCB10	protein_coding
ENSG00000135801	1	229728881	229761869	229761869	-	TAF5L	protein_coding
ENSG00000135763	1	229761994	229795947	229761994	+	URB2	protein_coding
ENSG00000143641	1	230193737	230417868	230193737	+	GALNT2	protein_coding
ENSG00000177614	1	230450236	230562078	230562078	-	PGBD5	protein_coding
ENSG00000135775	1	230778227	230829728	230778227	+	COG2	protein_coding
ENSG00000135744	1	230826522	230881322	230881322	-	AGT	protein_coding
ENSG00000135773	1	230883130	230937749	230883130	+	CAPN9	protein_coding
ENSG00000119280	1	230972865	231005335	231005335	-	C1orf198	protein_coding
ENSG00000143643	1	231041989	231114621	231114621	-	TTC13	protein_coding
ENSG00000173409	1	231114727	231136479	231114727	+	ARV1	protein_coding
ENSG00000182118	1	231154704	231176000	231176000	-	FAM89A	protein_coding
ENSG00000119283	1	231297804	231357311	231297804	+	TRIM67	protein_coding
ENSG00000143633	1	231359509	231376933	231376933	-	C1orf131	protein_coding
ENSG00000116906	1	231376953	231413719	231376953	+	GNPAT	protein_coding
ENSG00000116903	1	231468499	231473598	231473598	-	EXOC8	protein_coding
ENSG00000010072	1	231472850	231490769	231472850	+	SPRTN	protein_coding
ENSG00000135766	1	231499497	231558033	231558033	-	EGLN1	protein_coding
ENSG00000287856	1	231499543	231664349	231664349	-	ENSG00000287856	protein_coding
ENSG00000116918	1	231664287	231702270	231664287	+	TSNAX	protein_coding
ENSG00000270106	1	231664399	231954990	231664399	+	TSNAX-DISC1	protein_coding
ENSG00000162946	1	231762536	232177018	231762536	+	DISC1	protein_coding
ENSG00000116991	1	232533711	232766317	232766317	-	SIPA1L2	protein_coding
ENSG00000212916	1	232941162	232945675	232941162	+	MAP10	protein_coding
ENSG00000135778	1	233086351	233119628	233086351	+	NTPCR	protein_coding
ENSG00000135749	1	233119181	233431471	233431471	-	PCNX2	protein_coding
ENSG00000143674	1	233463470	233520894	233463470	+	MAP3K21	protein_coding
ENSG00000135750	1	233749852	233808260	233749852	+	KCNK1	protein_coding
ENSG00000183780	1	234040422	234460257	234040422	+	SLC35F3	protein_coding
ENSG00000168275	1	234509202	234520826	234509202	+	COA6	protein_coding
ENSG00000059588	1	234527059	234614925	234614925	-	TARBP1	protein_coding
ENSG00000168264	1	234738046	234745924	234745924	-	IRF2BP2	protein_coding
ENSG00000173726	1	235272656	235292152	235292152	-	TOMM20	protein_coding
ENSG00000188739	1	235294498	235324598	235324598	-	RBM34	protein_coding
ENSG00000054267	1	235294949	235491534	235491534	-	ARID4B	protein_coding
ENSG00000152904	1	235490665	235507847	235490665	+	GGPS1	protein_coding
ENSG00000285053	1	235491885	235612267	235491885	+	ENSG00000285053	protein_coding
ENSG00000284770	1	235530675	235615756	235530675	+	TBCE	protein_coding
ENSG00000162885	1	235613238	235667781	235667781	-	B3GALNT2	protein_coding
ENSG00000168243	1	235710985	235814054	235814054	-	GNG4	protein_coding
ENSG00000143669	1	235824341	236047024	236047024	-	LYST	protein_coding
ENSG00000116962	1	236139130	236228409	236228409	-	NID1	protein_coding
ENSG00000077585	1	236305805	236385165	236305805	+	GPR137B	protein_coding
ENSG00000086619	1	236377981	236445319	236445319	-	ERO1B	protein_coding
ENSG00000186197	1	236511557	236666215	236511557	+	EDARADD	protein_coding
ENSG00000116977	1	236681300	236716281	236681300	+	LGALS8	protein_coding
ENSG00000119285	1	236712305	236767816	236767816	-	HEATR1	protein_coding
ENSG00000077522	1	236827441	236927931	236827441	+	ACTN2	protein_coding
ENSG00000116984	1	236958560	237084578	236958560	+	MTR	protein_coding
ENSG00000244020	1	237167403	237167741	237167741	-	MT1HL1	protein_coding
ENSG00000198626	1	237205484	237997288	237205484	+	RYR2	protein_coding
ENSG00000116996	1	238041164	238054222	238054222	-	ZP4	protein_coding
ENSG00000133019	1	239549865	240078752	239549865	+	CHRM3	protein_coding
ENSG00000155816	1	240177648	240638487	240177648	+	FMN2	protein_coding
ENSG00000180875	1	240652873	240775455	240775455	-	GREM2	protein_coding
ENSG00000182901	1	240930936	241520674	241520674	-	RGS7	protein_coding
ENSG00000091483	1	241660811	241683099	241683099	-	FH	protein_coding
ENSG00000117009	1	241695434	241758944	241695434	+	KMO	protein_coding
ENSG00000054277	1	241753404	241840678	241840678	-	OPN3	protein_coding
ENSG00000203668	1	241792153	241803671	241803671	-	CHML	protein_coding
ENSG00000162843	1	241815580	241966079	241815580	+	WDR64	protein_coding
ENSG00000174371	1	242011269	242058450	242011269	+	EXO1	protein_coding
ENSG00000196289	1	242121069	242122364	242121069	+	BECN2	protein_coding
ENSG00000197769	1	242158792	242162400	242162400	-	MAP1LC3C	protein_coding
ENSG00000180287	1	242246288	242687999	242687999	-	PLD5	protein_coding
ENSG00000143702	1	243287730	243419095	243419095	-	CEP170	protein_coding
ENSG00000054282	1	243419336	243663393	243419336	+	SDCCAG8	protein_coding
ENSG00000117020	1	243651535	244014381	244014381	-	AKT3	protein_coding
ENSG00000179456	1	244211849	244220778	244211849	+	ZBTB18	protein_coding
ENSG00000173728	1	244515937	244552965	244515937	+	SPMIP3	protein_coding
ENSG00000035687	1	244571796	244615211	244615211	-	ADSS2	protein_coding
ENSG00000179397	1	244617679	244804479	244617679	+	CATSPERE	protein_coding
ENSG00000121644	1	244816405	244872335	244816405	+	DESI2	protein_coding
ENSG00000284188	1	244893003	244894317	244894317	-	C1orf202	protein_coding
ENSG00000203667	1	244998918	245008359	244998918	+	COX20	protein_coding
ENSG00000153187	1	245003940	245027862	245027862	-	HNRNPU	protein_coding
ENSG00000203666	1	245132984	245290466	245132984	+	EFCAB2	protein_coding
ENSG00000162849	1	245318287	245872734	245318287	+	KIF26B	protein_coding
ENSG00000185420	1	245912644	246670614	246670614	-	SMYD3	protein_coding
ENSG00000162851	1	246703863	246729563	246729563	-	TFB2M	protein_coding
ENSG00000162852	1	246729746	246831897	246729746	+	CNST	protein_coding
ENSG00000143653	1	246887711	246931439	246887711	+	SCCPDH	protein_coding
ENSG00000153207	1	247002400	247095250	247095250	-	AHCTF1	protein_coding
ENSG00000197472	1	247108849	247171395	247171395	-	ZNF695	protein_coding
ENSG00000135747	1	247108849	247242113	247242113	-	ZNF670-ZNF695	protein_coding
ENSG00000277462	1	247197939	247242113	247242113	-	ZNF670	protein_coding
ENSG00000188295	1	247263264	247267674	247267674	-	ZNF669	protein_coding
ENSG00000196418	1	247285277	247335322	247335322	-	ZNF124	protein_coding
ENSG00000197617	1	247419274	247420512	247419274	+	VN1R5	protein_coding
ENSG00000162714	1	247460714	247495169	247495169	-	ZNF496	protein_coding
ENSG00000162711	1	247495633	247612410	247495633	+	NLRP3	protein_coding
ENSG00000177535	1	247612420	247621407	247621407	-	OR2B11	protein_coding
ENSG00000169224	1	247670360	247740992	247670360	+	GCSAML	protein_coding
ENSG00000196242	1	247687979	247699742	247699742	-	OR2C3	protein_coding
ENSG00000177489	1	247751662	247752615	247751662	+	OR2G2	protein_coding
ENSG00000177476	1	247768888	247769817	247768888	+	OR2G3	protein_coding
ENSG00000198452	1	247780445	247785674	247780445	+	OR14L1	protein_coding
ENSG00000197437	1	247834114	247843041	247843041	-	OR13G1	protein_coding
ENSG00000169214	1	247874738	247879948	247879948	-	OR6F1	protein_coding
ENSG00000239395	1	247875115	247887066	247887066	-	ENSG00000239395	protein_coding
ENSG00000241128	1	247886259	247911443	247911443	-	OR14A2	protein_coding
ENSG00000153230	1	247901917	247902861	247901917	+	OR14K1	protein_coding
ENSG00000221888	1	247918148	247923858	247923858	-	OR1C1	protein_coding
ENSG00000228336	1	247933471	247942826	247933471	+	OR9H1P	protein_coding
ENSG00000196772	1	247977962	247987421	247987421	-	OR14A16	protein_coding
ENSG00000197591	1	248004230	248005198	248005198	-	OR11L1	protein_coding
ENSG00000162722	1	248020489	248043440	248020489	+	TRIM58	protein_coding
ENSG00000238243	1	248058889	248059833	248058889	+	OR2W3	protein_coding
ENSG00000177462	1	248083554	248086454	248083554	+	OR2T8	protein_coding
ENSG00000177275	1	248088191	248098641	248088191	+	OR2AJ1	protein_coding
ENSG00000279263	1	248112160	248113098	248112160	+	OR2L8	protein_coding
ENSG00000187080	1	248128535	248129688	248128535	+	OR2AK2	protein_coding
ENSG00000197454	1	248176962	248187578	248176962	+	OR2L5	protein_coding
ENSG00000203663	1	248193372	248205607	248193372	+	OR2L2	protein_coding
ENSG00000198128	1	248210138	248226709	248210138	+	OR2L3	protein_coding
ENSG00000196071	1	248258486	248264465	248258486	+	OR2L13	protein_coding
ENSG00000162727	1	248308450	248309388	248308450	+	OR2M5	protein_coding
ENSG00000198601	1	248338123	248344369	248338123	+	OR2M2	protein_coding
ENSG00000228198	1	248360567	248376227	248360567	+	OR2M3	protein_coding
ENSG00000171180	1	248394719	248407981	248394719	+	OR2M4	protein_coding
ENSG00000177212	1	248433219	248441278	248441278	-	OR2T33	protein_coding
ENSG00000177201	1	248453441	248466726	248466726	-	OR2T12	protein_coding
ENSG00000177186	1	248486932	248487870	248487870	-	OR2M7	protein_coding
ENSG00000177174	1	248512077	248513015	248512077	+	OR14C36	protein_coding
ENSG00000196944	1	248524883	248525929	248524883	+	OR2T4	protein_coding
