locus	locus_pos	gene	caldera	multi	n_genes	dist	pops	coding	impute_pops	ensgid
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	HSD3B7	0.0416639726220196	0.0205225247788067	32	18729	0.00496446494282418	0	FALSE	ENSG00000099377
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	BCKDK	0.038623947365551	0.0190250921114978	32	139629	0.461437605682226	0	FALSE	ENSG00000103507
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	BCL7C	0.0371244062470016	0.0182864594793804	32	72176	0.27011247700756	0	FALSE	ENSG00000099385
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	ZNF668	0.0339562451223604	0.016725910614452	32	94365	0.283613248330812	0	FALSE	ENSG00000167394
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	FUS	0.0285380029057195	0.0140570338091274	32	213660	0.385713104092951	0	FALSE	ENSG00000089280
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	CTF1	0.0256914307287571	0.0126548907977934	32	62931	0.012019638803014	0	FALSE	ENSG00000150281
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	FBRS	0.0255866371716969	0.0126032723793834	32	295668	0.402373084372772	0	FALSE	ENSG00000156860
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	RNF40	0.0251166534077467	0.0123717713286121	32	190171	0.27867368834132	0	FALSE	ENSG00000103549
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	ZNF646	0.025060061150991	0.012343895542448	32	107944	0.133380761478964	0	FALSE	ENSG00000167395
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	PRSS53	0.0240682241804242	0.011855343982815	32	116959	0.129287917957003	0	FALSE	ENSG00000151006
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	KAT8	0.0239347395866822	0.0117895931503749	32	148011	0.185733070246997	0	FALSE	ENSG00000103510
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	PHKG2	0.0211611066832273	0.010423378015182	32	205302	0.194528490117497	0	FALSE	ENSG00000156873
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	SRCAP	0.0205507628555094	0.0101227394649034	32	225069	0.200266552707151	0	FALSE	ENSG00000080603
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	PRSS36	0.0201674927470407	0.00993395117125256	32	172448	0.121079996145951	0	FALSE	ENSG00000178226
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	ENSG00000255439	0.0194328125979475	0.00957206797540258	32	116961	0	0	TRUE	ENSG00000255439
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	VKORC1	0.0183201106224905	0.00902398164503967	32	124364	-0.0200073968384157	0	FALSE	ENSG00000167397
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	PYCARD	0.0166839771726495	0.00821806739460521	32	235008	0.0854938261593842	0	FALSE	ENSG00000103490
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	PRR14	0.0159388386712441	0.00785103270260727	32	310065	0.128629725843947	0	FALSE	ENSG00000156858
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	ITGAM	0.0156689885695276	0.00771811197876555	32	293489	0.104324320974989	0	FALSE	ENSG00000169896
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	ZNF629	0.015423943142303	0.00759740935403568	32	179273	-0.0307835790722271	0	FALSE	ENSG00000102870
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	TMEM265	0.0148503316689968	0.00731486414930617	32	221282	0	0	TRUE	ENSG00000281991
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	ENSG00000282034	0.014849565231575	0.0073144866233529	32	221309	0	0	TRUE	ENSG00000282034
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	PYDC1	0.0146157530371253	0.00719931717953358	32	249484	0.0209825014453775	0	FALSE	ENSG00000169900
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	PRSS8	0.0139330430767861	0.00686303306652044	32	164955	-0.113189918519458	0	FALSE	ENSG00000052344
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	CFAP119	0.0136305114535596	0.00671401432578814	32	204257	-0.0720050099663681	0	FALSE	ENSG00000196118
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	ZNF689	0.0110162207557581	0.00542628677010421	32	342466	-0.0683339311521245	0	FALSE	ENSG00000156853
chr16_29971109_31870452_1_rs11150601	16_30631968_31302720	TRIM72	0.0108943463795538	0.00536625481088023	32	247641	-0.157712338950284	0	FALSE	ENSG00000177238
chr16_50194011_51346162_1_rs6500328	16_50433859_51066886	NOD2	0.522929624102842	0.732746060660002	4	0	0.690971249840665	0	FALSE	ENSG00000167207
chr16_50194011_51346162_1_rs6500328	16_50433859_51066886	CYLD	0.209494466846432	0.293550486024102	4	39305	0.508917256120747	0	FALSE	ENSG00000083799
chr16_50194011_51346162_1_rs6500328	16_50433859_51066886	NKD1	0.1340889253556	0.18788977962573	4	53496	0.235996017806644	0	FALSE	ENSG00000140807
chr16_50194011_51346162_1_rs6500328	16_50433859_51066886	SNX20	0.133486983695127	0.187046319320311	4	21392	0.00504062072273939	0	FALSE	ENSG00000167208
chr16_52036885_53552251_1_rs3104783	16_52238040_52938962	TOX3	1	0.972576266577078	1	0	0.843222599775325	0	FALSE	ENSG00000103460
chr16_52036885_53552251_2_rs10221156	16_52653954_53290046	CHD9	0.538042853334189	0.3199958728562	2	119477	0.174370553209945	0	FALSE	ENSG00000177200
chr16_52036885_53552251_2_rs10221156	16_52653954_53290046	CHD9NB	0.461957146665811	0.274744622019296	2	100176	0	0	TRUE	ENSG00000277639
chr17_15368291_16824789_1_rs178654	17_15585968_16554494	NCOR1	0.494898810092695	0.268587831635694	15	0	0.455283329378759	0	FALSE	ENSG00000141027
chr17_15368291_16824789_1_rs178654	17_15585968_16554494	PIGL	0.0856283846631539	0.0464716052940922	15	55789	0.281625283354728	0	FALSE	ENSG00000108474
chr17_15368291_16824789_1_rs178654	17_15585968_16554494	TRPV2	0.0579903711846382	0.0314721064884227	15	254169	0.42384096655421	0	FALSE	ENSG00000187688
chr17_15368291_16824789_1_rs178654	17_15585968_16554494	CENPV	0.0561955320355274	0.0304980246248914	15	181132	0.318137936594296	0	FALSE	ENSG00000166582
chr17_15368291_16824789_1_rs178654	17_15585968_16554494	TTC19	0.0530377327592691	0.0287842470949109	15	116387	0.170076389256773	0	FALSE	ENSG00000011295
chr17_15368291_16824789_1_rs178654	17_15585968_16554494	ZSWIM7	0.0382482078393144	0.0207577852239909	15	161685	0.0532171876283777	0	FALSE	ENSG00000214941
chr17_15368291_16824789_1_rs178654	17_15585968_16554494	ADORA2B	0.0346746928985972	0.0188183935550854	15	185656	0.0285666408696391	0	FALSE	ENSG00000170425
chr17_15368291_16824789_1_rs178654	17_15585968_16554494	ZNF287	0.029820344288344	0.016183877285007	15	385552	0.123114387666552	0	FALSE	ENSG00000141040
chr17_15368291_16824789_1_rs178654	17_15585968_16554494	LRRC75A	0.0291120772334457	0.0157994918134426	15	280175	0.0270433371962672	0	FALSE	ENSG00000181350
chr17_15368291_16824789_1_rs178654	17_15585968_16554494	TRIM16	0.0231911581427598	0.0125861342796877	15	477091	0.0250008914313969	0	FALSE	ENSG00000221926
chr17_15368291_16824789_1_rs178654	17_15585968_16554494	UBB	0.022269917689976	0.0120861654566025	15	219396	-0.197736326493325	0	FALSE	ENSG00000170315
chr17_15368291_16824789_1_rs178654	17_15585968_16554494	ZNF286A	0.0215219809885866	0.0116802507671142	15	440615	-0.0405222267573696	0	FALSE	ENSG00000187607
chr17_15368291_16824789_1_rs178654	17_15585968_16554494	TBC1D26	0.0189325578993931	0.0102749381688002	15	415240	-0.133165916699949	0	FALSE	ENSG00000214946
chr17_15368291_16824789_1_rs178654	17_15585968_16554494	ZNF286A-TBC1D26	0.0183154634990486	0.00994003324778811	15	415462	-0.153045167237603	0	FALSE	ENSG00000255104
chr17_15368291_16824789_1_rs178654	17_15585968_16554494	ZNF624	0.0161627687852508	0.00877173865188017	15	459332	-0.202877460987791	0	FALSE	ENSG00000197566
chr17_35636832_36636832_1_rs12944773	17_35836832_36436832	HNF1B	0.208340553791728	0.0647675469555396	9	31782	0	0	TRUE	ENSG00000275410
chr17_35636832_36636832_1_rs12944773	17_35836832_36436832	DDX52	0.117347340175716	0.0364801726145748	9	133357	0	0	TRUE	ENSG00000278053
chr17_35636832_36636832_1_rs12944773	17_35836832_36436832	TBC1D3K	0.112715051229649	0.0350401169635471	9	147128	0	0	TRUE	ENSG00000273513
chr17_35636832_36636832_1_rs12944773	17_35836832_36436832	SYNRG	0.106916429886943	0.0332374795352791	9	167312	0	0	TRUE	ENSG00000275066
chr17_35636832_36636832_1_rs12944773	17_35836832_36436832	TBC1D3L	0.099156261072924	0.0308250490751616	9	200879	0	0	TRUE	ENSG00000274512
chr17_35636832_36636832_1_rs12944773	17_35836832_36436832	TBC1D3F	0.095057969548163	0.0295509990453589	9	147139	-0.105243473153172	0	FALSE	ENSG00000185128
chr17_35636832_36636832_1_rs12944773	17_35836832_36436832	DUSP14	0.0886632181821235	0.0275630406194492	9	263229	0	0	TRUE	ENSG00000276023
chr17_35636832_36636832_1_rs12944773	17_35836832_36436832	TBC1D3	0.0874729557012039	0.0271930196143239	9	200879	-0.077195912896624	0	FALSE	ENSG00000197681
chr17_35636832_36636832_1_rs12944773	17_35836832_36436832	TADA2A	0.0843302204115497	0.0262160266490225	9	297002	0	0	TRUE	ENSG00000276234
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	MLX	0.641103684893218	0.794171825931604	32	0	0.152673980012545	0.461546728125581	FALSE	ENSG00000108788
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	ATP6V0A1	0.0322365777083663	0.0399332937615285	32	47429	0.644801079363425	0	FALSE	ENSG00000033627
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	COASY	0.0318615637603504	0.0394687425214352	32	3734	0.0423565027907711	0	FALSE	ENSG00000068120
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	PSMC3IP	0.0300000781328485	0.0371628137386598	32	2299	-0.0875073297161501	0	FALSE	ENSG00000131470
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	HSD17B1	0.0290456290434171	0.0359804830268362	32	14797	0.293290086033361	0	FALSE	ENSG00000108786
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	RETREG3	0.0278951607832175	0.0345553321496716	32	9502	0.163750955668557	0	FALSE	ENSG00000141699
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	TUBG1	0.0268714108756534	0.0332871545482234	32	39630	0.486889799943249	0	FALSE	ENSG00000131462
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	TUBG2	0.0167370874932323	0.0207331881698531	32	89273	0.400429230401403	0	FALSE	ENSG00000037042
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	NAGLU	0.0142460080468183	0.0176473454908661	32	25562	-0.010920108003927	0	FALSE	ENSG00000108784
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	BECN1	0.0123690161607059	0.0153222082181005	32	240123	0.4677638575748	0	FALSE	ENSG00000126581
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	PLEKHH3	0.0101878202621826	0.0126202360250482	32	97903	0.122037360339825	0	FALSE	ENSG00000068137
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	EZH1	0.0101827777924584	0.0126139896292117	32	130264	0.194188499930117	0	FALSE	ENSG00000108799
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	STAT3	0.00884102540145639	0.0109518841517059	32	181443	0.192964497737347	0	FALSE	ENSG00000168610
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	CAVIN1	0.00876826835840513	0.010861755838469	32	146755	0.133994585605512	0	FALSE	ENSG00000177469
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	VPS25	0.00847019851041583	0.0104925196587203	32	203438	0.196200294268137	0	FALSE	ENSG00000131475
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	WNK4	0.00814638242149467	0.0100913901368281	32	210599	0.181462894003296	0	FALSE	ENSG00000126562
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	RAB5C	0.00792223709337226	0.00981372849066443	32	414967	0.337610431868193	0	FALSE	ENSG00000108774
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	CNTNAP1	0.00717162821504674	0.00888390631445975	32	112520	-0.0548466451843369	0	FALSE	ENSG00000108797
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	AOC2	0.00628913072928986	0.00779070617202052	32	274568	0.0929689389840391	0	FALSE	ENSG00000131480
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	CNTD1	0.00617518727062329	0.00764955788859228	32	228789	0.035453274295189	0	FALSE	ENSG00000176563
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	PSME3	0.00614673001177905	0.00761430625340459	32	254373	0.0596888980017182	0	FALSE	ENSG00000131467
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	AOC3	0.00569492234903629	0.0070546262438441	32	281172	0.0392448513440721	0	FALSE	ENSG00000131471
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	COA3	0.00558304091108559	0.00691603230348957	32	225136	-0.0293635293078504	0	FALSE	ENSG00000183978
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	GHDC	0.00557120573242718	0.00690137139033798	32	375498	0.099834056733843	0	FALSE	ENSG00000167925
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	ENSG00000267261	0.00452284952346884	0.00560271255509224	32	415095	0	0	TRUE	ENSG00000267261
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	STAT5B	0.00430876243868307	0.0053375106306001	32	281378	-0.128375258479176	0	FALSE	ENSG00000173757
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	HCRT	0.00423311676966949	0.00524380401106267	32	384559	-0.059308187034154	0	FALSE	ENSG00000161610
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	KCNH4	0.00416687103338887	0.0051617416261757	32	388869	-0.0659433159690806	0	FALSE	ENSG00000089558
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	CCR10	0.0039686563255034	0.00491620172335308	32	108878	-0.419372586950205	0	FALSE	ENSG00000184451
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	STAT5A	0.00385245123216337	0.00477225182361762	32	258068	-0.217697845789936	0	FALSE	ENSG00000126561
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	RAMP2	0.00383148810025561	0.00474628359236779	32	188436	-0.301097123842251	0	FALSE	ENSG00000131477
chr17_40068094_41577046_1_rs665268	17_40299558_41087764	G6PC1	0.00359903261996639	0.00445832768511099	32	330785	-0.195251254942486	0	FALSE	ENSG00000131482
chr17_59399199_60723954_1_rs112857769	17_59617366_60442898	BRIP1	0.488121227462069	0.431601831544817	6	0	0.243748986675928	0	FALSE	ENSG00000136492
chr17_59399199_60723954_1_rs112857769	17_59617366_60442898	INTS2	0.251397571012597	0.222288329190492	6	10812	0.291506973003819	0	FALSE	ENSG00000108506
chr17_59399199_60723954_1_rs112857769	17_59617366_60442898	MED13	0.140821853094164	0.124516137175573	6	88050	0.391215922625867	0	FALSE	ENSG00000108510
chr17_59399199_60723954_1_rs112857769	17_59617366_60442898	NACA2	0.0468777765092538	0.0414498142302463	6	263336	-0.0421881156383121	0	FALSE	ENSG00000253506
chr17_59399199_60723954_1_rs112857769	17_59617366_60442898	RP11-51L5.7	0.0415095830867299	0.0367032021533762	6	417932	0	0	TRUE	ENSG00000270033
chr17_59399199_60723954_1_rs112857769	17_59617366_60442898	EFCAB3	0.031271988835187	0.0276510155632693	6	489386	-0.134616250827647	0	FALSE	ENSG00000172421
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	ZBTB4	0.138491000331837	0.0503605266849739	93	0	0.47935871175289	0	FALSE	ENSG00000174282
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	CHRNB1	0.0540153993101119	0.0196420269319917	93	2059	0.181043522371263	0.000520426413738505	FALSE	ENSG00000170175
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	DLG4	0.0421034223667509	0.0153103849387248	93	239933	1.14950261747777	0	FALSE	ENSG00000132535
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	POLR2A	0.0394693483309857	0.0143525367359499	93	24597	0.536450501451373	0	FALSE	ENSG00000181222
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	NLGN2	0.0282655145802468	0.010278402191278	93	39909	0.454356904991878	0	FALSE	ENSG00000169992
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	FGF11	0.0202176772521304	0.00735190642225466	93	14832	0.00926409566751781	0	FALSE	ENSG00000161958
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	ENSG00000286007	0.0165379650516685	0.00601382492944748	93	23491	0	0	TRUE	ENSG00000286007
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	TMEM102	0.0158774830828039	0.00577364889101718	93	22090	-0.0395904054576903	0	FALSE	ENSG00000181284
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	CD68	0.0157878580862318	0.00574105787773333	93	119721	0.328191927893067	0.0109070146377233	FALSE	ENSG00000129226
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	SPEM3	0.0156340718837028	0.00568513544134622	93	26949	0	0	TRUE	ENSG00000283439
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	MPDU1	0.0155978915238697	0.00567197890429699	93	123759	0.293476551301543	0.0184035736238883	FALSE	ENSG00000129255
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	SLC35G6	0.0143701196533292	0.0052255149615046	93	21677	-0.104182246242553	0	FALSE	ENSG00000259224
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	GPS2	0.0138471023459294	0.00503532623441837	93	144205	0.348775276312626	0	FALSE	ENSG00000132522
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	PER1	0.0132300931470365	0.0048109585271214	93	680697	0.717191249134319	0	FALSE	ENSG00000179094
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	SPEM2	0.0125045975816299	0.00454714110437228	93	32201	-0.0901590625751937	0	FALSE	ENSG00000184560
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	EIF5A	0.0123267747879541	0.00448247806110849	93	147306	0.284312358998834	0	FALSE	ENSG00000132507
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	NEURL4	0.0121834971958359	0.0044303769499609	93	130376	0.24626626594992	0	FALSE	ENSG00000215041
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	SPEM1	0.0118269180798411	0.00430071139737385	93	38137	-0.0815218522684321	0	FALSE	ENSG00000181323
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	TMEM256-PLSCR3	0.0115691414944546	0.00420697415397169	93	55672	0	0	TRUE	ENSG00000262481
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	TNFSF12	0.011540704465012	0.00419663338253777	93	88737	0.116155898686521	0	FALSE	ENSG00000239697
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	TMEM256	0.0111898806015988	0.00406906065584207	93	55672	-0.0200122960350041	0	FALSE	ENSG00000205544
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	CTDNEP1	0.0111194631897093	0.00404345424140321	93	207278	0.309335631243414	0	FALSE	ENSG00000175826
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	TP53	0.0108627801209728	0.00395011464170567	93	202009	0.288757168807028	0	FALSE	ENSG00000141510
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	PLSCR3	0.0108466154657427	0.00394423656624145	93	64927	0	0	TRUE	ENSG00000187838
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	FXR2	0.0108409667171878	0.00394218246921235	93	131460	0.178269296058247	0	FALSE	ENSG00000129245
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	SHBG	0.0108298745260842	0.00393814893212528	93	154176	0.205913991678021	0.00256146322924636	FALSE	ENSG00000129214
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	NDEL1	0.0105221562182941	0.00382625100364047	93	953361	0.665785028775882	0	FALSE	ENSG00000166579
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	TNFSF13	0.0104084522443536	0.00378490397025853	93	98521	0.0747660704223195	0.0012308125312977	FALSE	ENSG00000161955
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	SENP3	0.0103730794443721	0.00377204109228726	93	102148	0.0877718899988796	0	FALSE	ENSG00000161956
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	KCTD11	0.0102417136869107	0.00372427157139222	93	104825	0.0866806063342118	0	FALSE	ENSG00000213859
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	PHF23	0.00987647423525687	0.00359145679564978	93	220047	0.253415508552784	0	FALSE	ENSG00000040633
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	KDM6B	0.00963938801638726	0.0035052433462313	93	374447	0.374421013482447	0	FALSE	ENSG00000132510
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	TNK1	0.00948428736716275	0.00344884292768128	93	69995	-0.0615921020551779	0	FALSE	ENSG00000174292
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	TNFSF12-TNFSF13	0.00948350538924031	0.00344855857115316	93	89328	0	0	TRUE	ENSG00000248871
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	CLDN7	0.00938915995438978	0.00341425102930559	93	195786	0.193298758345971	0	FALSE	ENSG00000181885
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	WRAP53	0.00931776953702626	0.00338829079354968	93	226301	0.225616307358439	0	FALSE	ENSG00000141499
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	SOX15	0.00928498669353937	0.00337636972098702	93	128408	0.0793260452829935	0	FALSE	ENSG00000129194
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	EIF4A1	0.00904137976946791	0.00328778509836931	93	113054	0.031050540147784	0	FALSE	ENSG00000161960
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	ACAP1	0.00899626117218173	0.00327137828263995	93	108292	0.0171336758463538	0	FALSE	ENSG00000072818
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	SENP3-EIF4A1	0.00891122437938705	0.00324045571249113	93	103516	0	0	TRUE	ENSG00000277957
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	DVL2	0.00837402088031073	0.00304510835356044	93	225252	0.160375389857673	0	FALSE	ENSG00000004975
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	CHD3	0.0080180874408259	0.00291567759319117	93	425026	0.296303435123096	0	FALSE	ENSG00000170004
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	ACADVL	0.00799456243368677	0.00290712301746455	93	234503	0.142822508732352	0	FALSE	ENSG00000072778
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	SAT2	0.00793136219396994	0.00288414103776096	93	166464	0.0507969729935826	0	FALSE	ENSG00000141504
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	ENSG00000261915	0.00782820937286498	0.00284663079964123	93	140595	0	0	TRUE	ENSG00000261915
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	CTC1	0.00776622593837121	0.00282409129599571	93	765045	0.427339602087654	0	FALSE	ENSG00000178971
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	ATP1B2	0.00769769388024185	0.0027991704669604	93	186857	0.0622773269997064	0	FALSE	ENSG00000129244
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	VAMP2	0.00765575074549453	0.00278391836861731	93	699379	0.395811292625295	0	FALSE	ENSG00000220205
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	GABARAP	0.00734004982966443	0.00266911766418137	93	217320	0.0722171196135237	0	FALSE	ENSG00000170296
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	SLC2A4	0.00732069348461805	0.00266207897048361	93	171512	0.010359993327224	0	FALSE	ENSG00000181856
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	RNASEK	0.00721968789614986	0.00262534954675792	93	445237	0.245277888363685	0	FALSE	ENSG00000219200
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	NAA38	0.00692155982555774	0.00251693898853666	93	396915	0.190663912454499	0	FALSE	ENSG00000183011
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	TMEM95	0.00682232994169074	0.00248085527766407	93	102550	-0.162542306574165	0	FALSE	ENSG00000182896
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	ENSG00000262302	0.00677421046232386	0.00246335722855678	93	197680	0	0	TRUE	ENSG00000262302
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	ENSG00000262526	0.00653495759458777	0.00237635590427427	93	215134	0	0	TRUE	ENSG00000262526
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	ELP5	0.00627832183410453	0.00228303350763357	93	199829	-0.0428083087391303	0	FALSE	ENSG00000170291
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	CYB5D1	0.00616679373377493	0.00224247770357905	93	397976	0.122144100665504	0	FALSE	ENSG00000182224
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	ASGR1	0.00614109898598834	0.00223313412870075	93	280205	0.0301075904339931	0	FALSE	ENSG00000141505
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	TRAPPC1	0.00590163538985324	0.00214605617566159	93	470575	0.138596382005132	0	FALSE	ENSG00000170043
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	YBX2	0.00583664754395538	0.00212242415524369	93	165130	-0.13506904062895	0	FALSE	ENSG00000006047
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	SLC16A13	0.00570953904718096	0.00207620273415238	93	419652	0.0895211539620612	0	FALSE	ENSG00000174327
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	EFNB3	0.00566645438502502	0.00206053553359048	93	245432	-0.0518767645886226	0	FALSE	ENSG00000108947
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	AURKB	0.00544126800417594	0.00197864931199723	93	744963	0.207311116850209	0	FALSE	ENSG00000178999
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	CNTROB	0.00536975815145864	0.00195264564506307	93	472331	0.0829604646752617	0	FALSE	ENSG00000170037
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	C17orf49	0.00531642554029713	0.00193325190553383	93	442244	0.06017147579679	0	FALSE	ENSG00000258315
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	ALOX12	0.00504791938814299	0.00183561298886605	93	449015	0.0330061445891952	0	FALSE	ENSG00000108839
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	SLC16A11	0.00496669837200768	0.00180607797835517	93	415677	0.00358964944602802	0	FALSE	ENSG00000174326
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	DNAH2	0.00496044910807956	0.00180380551139299	93	257974	-0.118888323694858	0	FALSE	ENSG00000183914
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	RNASEK-C17orf49	0.00480831378260984	0.00174848339587872	93	442249	0	0	TRUE	ENSG00000161939
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	RNF227	0.0047567770179782	0.00172974269356398	93	453569	0	0	TRUE	ENSG00000179859
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	ASGR2	0.00474532321348606	0.00172557766027382	93	344069	-0.0719840781061654	0	FALSE	ENSG00000161944
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	ENSG00000262730	0.00470155816937933	0.00170966304729301	93	466161	0	0	TRUE	ENSG00000262730
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	ALOX12B	0.00453025544357854	0.00164737094547246	93	612866	0.0476701707617393	0	FALSE	ENSG00000179477
chr17_6818935_8068327_1_rs9217	17_6821785_8351639	TMEM88	0.00452916508504692	0.00164697445017821	93	395296	-0.064479941129259	0	FALSE	ENSG00000167874
